,smiles,sequence,interactions
144,20,200,1
145,197,139,1
146,65,204,0
147,202,206,0
148,182,79,0
149,206,209,0
150,192,212,0
151,209,3,1
152,210,213,0
153,211,215,0
154,74,217,0
155,214,219,0
156,20,220,1
157,217,224,0
158,218,225,0
159,202,226,0
160,221,228,0
161,223,230,1
162,228,236,1
163,229,71,1
164,31,237,1
165,230,238,0
166,231,1,1
167,121,241,1
168,163,242,0
169,100,1,1
170,235,8,1
171,31,244,1
172,135,245,0
173,236,246,0
174,42,247,0
175,237,14,0
176,20,249,1
177,239,250,0
178,25,170,1
179,240,234,1
180,20,252,1
181,214,181,0
182,244,259,1
183,245,261,1
184,31,262,1
185,246,8,1
186,248,2,1
187,250,264,0
188,251,1,1
189,134,266,0
190,252,267,0
191,254,269,1
192,247,270,1
193,94,42,1
194,259,108,1
195,260,274,0
196,262,277,0
197,263,170,1
198,193,160,1
199,265,278,0
200,266,279,0
201,121,281,1
202,109,282,0
203,268,224,0
204,68,35,0
205,31,284,1
206,272,285,0
207,273,286,0
208,31,289,1
209,275,290,0
210,282,295,0
211,283,139,1
212,14,103,0
213,88,298,1
214,287,1,1
215,289,301,0
216,291,303,0
217,31,304,1
218,20,71,1
219,294,305,0
220,295,129,0
221,196,306,0
222,192,308,0
223,193,310,0
224,159,311,0
225,210,312,0
226,297,8,1
227,145,314,0
228,299,317,0
229,147,286,0
230,49,319,1
231,300,94,0
232,303,1,1
233,294,285,0
234,304,2,1
235,128,129,1
236,307,1,1
237,308,322,0
238,260,323,0
239,5,325,0
240,311,326,0
241,82,328,0
242,312,331,0
243,31,332,1
244,313,1,1
245,314,1,1
246,315,334,0
247,316,36,0
248,109,335,0
249,318,337,0
250,320,259,1
251,321,178,1
252,324,340,0
253,327,1,1
254,329,1,1
255,20,343,1
256,177,26,1
257,23,345,0
258,332,346,1
259,333,349,0
260,334,351,0
261,270,353,1
262,31,357,1
263,86,358,0
264,336,1,1
265,337,26,1
266,210,359,0
267,49,1,1
268,197,139,1
269,96,362,0
270,339,364,0
271,125,279,0
272,345,230,1
273,347,1,1
274,348,370,0
275,349,191,1
276,121,371,1
277,350,372,0
278,14,373,0
279,351,374,1
280,353,308,0
281,355,151,1
282,20,376,1
283,31,378,1
284,155,379,0
285,94,178,1
286,357,235,0
287,42,139,0
288,42,381,0
289,359,382,1
290,314,1,1
291,363,1,1
292,364,8,1
293,20,391,1
294,66,267,0
295,121,112,1
296,367,8,1
297,370,1,1
298,371,396,0
299,372,121,0
300,373,398,1
301,31,88,1
302,374,399,1
303,377,400,0
304,379,401,0
305,141,402,0
306,300,403,0
307,14,144,0
308,20,170,1
309,237,404,0
310,385,410,0
311,387,379,0
312,143,413,1
313,141,414,0
314,31,415,1
315,139,416,0
316,33,1,1
317,86,418,0
318,391,420,0
319,392,200,0
320,31,421,1
321,23,423,0
322,394,303,0
323,396,220,1
324,31,425,1
325,400,428,0
326,379,169,0
327,401,429,0
328,91,236,1
329,403,1,1
330,404,117,1
331,405,430,0
332,408,433,0
333,20,396,1
334,415,438,0
335,416,295,0
336,418,440,1
337,74,274,0
338,173,442,0
339,422,449,0
340,15,83,1
341,138,450,0
342,428,452,0
343,430,71,1
344,133,453,0
345,431,455,0
346,31,458,1
347,435,460,0
348,252,461,0
349,17,462,1
350,67,382,1
351,31,463,1
352,436,466,0
353,438,1,1
354,20,469,1
355,214,470,0
356,20,471,1
357,205,472,1
358,193,473,0
359,23,358,0
360,259,474,1
361,440,475,0
362,20,476,1
363,31,438,1
364,94,79,1
365,20,477,1
366,292,72,1
367,441,278,0
368,442,478,1
369,443,480,1
370,447,3,1
371,448,343,1
372,105,485,1
373,451,133,0
374,252,486,0
375,20,487,1
376,453,489,0
377,408,491,0
378,455,493,1
379,24,465,0
380,46,494,0
381,42,495,0
382,457,473,0
383,23,496,0
384,228,151,1
385,459,499,1
386,460,500,0
387,20,501,1
388,252,29,0
389,73,507,0
390,155,508,0
391,420,509,0
392,465,24,1
393,466,365,0
394,467,479,1
395,468,511,1
396,177,26,1
397,86,514,0
398,134,421,0
399,86,372,0
400,31,517,1
401,20,518,1
402,476,2,1
403,477,522,0
404,215,523,0
405,416,143,0
406,38,88,1
407,20,530,1
408,105,265,1
409,228,151,1
410,31,374,1
411,484,139,1
412,275,532,0
413,485,536,0
414,177,26,1
415,486,228,0
416,196,540,0
417,490,238,0
418,66,542,0
419,495,233,1
420,496,545,0
421,20,536,1
422,498,305,0
423,70,245,0
424,160,550,0
425,294,554,0
426,501,383,1
427,20,480,1
428,155,73,0
429,503,1,1
430,20,541,1
431,506,558,0
432,31,382,1
433,507,559,0
434,31,560,1
435,510,250,0
436,511,349,0
437,513,562,1
438,23,565,0
439,150,46,0
440,86,568,0
441,516,71,1
442,56,268,0
443,248,1,1
444,121,331,1
445,372,569,0
446,518,1,1
447,262,572,0
448,521,573,1
449,143,287,1
450,134,246,0
451,524,579,0
452,31,581,1
453,525,224,0
454,526,446,1
455,279,582,0
456,252,584,0
457,279,154,0
458,532,139,1
459,533,191,1
460,20,71,1
461,55,2,1
462,534,587,0
463,160,590,0
464,138,591,0
465,536,592,1
466,65,595,0
467,537,108,1
468,538,596,0
469,539,519,1
470,67,598,1
471,540,599,0
472,312,600,0
473,518,1,1
474,223,220,1
475,15,26,1
476,541,603,0
477,237,604,0
478,401,608,0
479,546,609,0
480,467,613,1
481,228,614,1
482,551,30,1
483,67,8,1
484,121,477,1
485,112,615,0
486,552,573,1
487,208,230,1
488,49,1,1
489,553,617,1
490,555,619,0
491,202,389,0
492,556,620,0
493,38,621,0
494,53,622,0
495,70,556,0
496,558,139,1
497,559,625,0
498,14,626,0
499,560,460,0
500,252,627,0
501,20,628,1
502,561,630,0
503,25,118,1
504,563,631,0
505,20,378,1
506,564,530,1
507,565,398,1
508,566,546,1
509,9,305,0
510,568,433,0
511,490,633,0
512,15,83,1
513,100,1,1
514,31,639,1
515,575,642,1
516,100,2,1
517,138,643,0
518,66,44,0
519,31,155,1
520,254,644,1
521,576,645,0
522,20,647,1
523,465,578,1
524,294,649,0
525,579,651,1
526,583,534,0
527,490,452,0
528,586,5,0
529,254,236,1
530,590,660,1
531,591,12,0
532,31,662,1
533,239,177,0
534,269,1,1
535,31,664,1
536,124,666,0
537,595,2,1
538,66,161,0
539,370,1,1
540,31,288,1
541,600,300,0
542,601,343,1
543,603,672,1
544,607,165,0
545,608,151,1
546,20,676,1
547,134,81,0
548,66,680,0
549,614,681,0
550,615,117,1
551,368,682,0
552,434,684,1
553,619,8,1
554,466,685,0
555,621,686,0
556,105,628,1
557,622,687,0
558,192,250,0
559,624,1,1
560,24,689,0
561,194,321,0
562,163,691,0
563,628,693,0
564,607,164,0
565,237,695,0
566,603,697,1
567,631,139,1
568,279,699,0
569,31,398,1
570,632,1,1
571,177,26,1
572,431,708,0
573,254,710,1
574,555,711,0
575,31,712,1
576,636,655,0
577,31,446,1
578,639,474,1
579,590,474,1
580,329,154,1
581,640,2,1
582,641,428,1
583,642,404,0
584,70,256,0
585,645,561,1
586,15,718,1
587,648,720,0
588,649,155,0
589,341,1,1
590,650,723,0
591,653,725,1
592,132,728,0
593,655,729,0
594,124,731,0
595,657,480,1
596,405,734,0
597,208,735,1
598,353,365,0
599,94,737,1
600,38,738,0
601,318,739,0
602,208,740,1
603,168,536,0
604,388,742,0
605,202,744,0
606,513,307,1
607,159,224,0
608,338,745,0
609,205,230,1
610,660,746,0
611,155,286,0
612,179,608,0
613,664,748,0
614,92,753,0
615,420,755,0
616,14,756,0
617,211,757,0
618,179,758,0
619,14,145,0
620,270,191,1
621,428,760,0
622,673,160,1
623,205,764,1
624,20,766,1
625,448,343,1
626,675,555,0
627,143,413,1
628,676,1,1
629,655,351,0
630,66,700,0
631,379,13,0
632,678,651,1
633,31,769,1
634,255,770,0
635,682,771,1
636,683,349,0
637,270,191,1
638,685,66,0
639,138,776,0
640,66,777,0
641,211,331,0
642,690,778,1
643,86,599,0
644,31,779,1
645,31,425,1
646,675,781,0
647,498,116,0
648,693,739,0
649,198,166,0
650,655,786,0
651,25,42,1
652,569,331,0
653,179,788,0
654,694,649,0
655,138,790,0
656,20,639,1
657,695,42,1
658,20,791,1
659,20,792,1
660,31,793,1
661,46,795,0
662,318,508,0
663,696,319,1
664,24,797,0
665,66,798,0
666,1,1,1
667,700,30,1
668,701,799,0
669,702,46,0
670,703,569,1
671,223,803,1
672,25,804,1
673,704,805,1
674,438,1,1
675,705,1,1
676,706,806,0
677,121,105,1
678,269,1,1
679,708,745,0
680,709,1,1
681,407,191,1
682,710,3,1
683,712,1,1
684,713,365,0
685,640,1,1
686,134,811,0
687,196,595,0
688,706,812,0
689,133,813,0
690,300,354,0
691,718,651,1
692,719,815,0
693,721,191,1
694,20,817,1
695,722,1,1
696,279,1,0
697,379,50,0
698,723,805,1
699,270,821,1
700,724,822,0
701,725,1,1
702,485,824,0
703,20,229,1
704,728,236,0
705,730,1,1
706,731,136,0
707,134,827,0
708,388,109,0
709,706,829,0
710,732,339,0
711,385,833,0
712,121,834,1
713,275,214,0
714,379,835,0
715,81,836,0
716,339,837,0
717,31,425,1
718,31,30,1
719,334,729,0
720,270,838,1
721,453,839,0
722,86,78,0
723,733,314,0
724,734,613,0
725,270,842,1
726,539,560,1
727,85,736,0
728,23,846,0
729,631,139,1
730,44,847,0
731,134,848,0
732,20,125,1
733,31,849,1
734,17,850,1
735,595,1,1
736,706,851,0
737,86,608,0
738,576,853,0
739,741,182,0
740,23,265,0
741,743,855,1
742,379,857,0
743,20,241,1
744,746,837,0
745,747,858,1
746,20,143,1
747,155,859,0
748,749,191,1
749,359,92,1
750,31,863,1
751,66,68,0
752,700,30,1
753,753,864,0
754,251,1,1
755,31,664,1
756,465,118,1
757,23,867,0
758,760,869,0
759,42,73,0
760,138,73,0
761,70,872,0
762,762,1,1
763,763,542,0
764,310,874,0
765,231,1,1
766,138,876,0
767,238,428,0
768,208,877,1
769,153,1,1
770,415,235,0
771,766,219,0
772,477,878,0
773,144,879,0
774,381,880,0
775,766,609,0
776,20,882,1
777,172,331,1
778,56,204,0
779,334,94,0
780,72,511,0
781,773,1,1
782,357,332,0
783,774,699,0
784,20,888,1
785,777,286,0
786,77,894,0
787,260,550,0
788,779,220,1
789,47,895,0
790,590,896,1
791,780,625,0
792,655,898,0
793,121,220,1
794,312,423,0
795,781,8,1
796,660,12,0
797,196,900,0
798,20,901,1
799,783,108,0
800,784,139,1
801,785,215,0
802,255,136,0
803,133,116,0
804,31,903,1
805,14,904,0
806,134,185,0
807,786,905,0
808,183,906,0
809,379,730,0
810,42,876,0
811,5,13,0
812,211,904,0
813,632,1,1
814,382,908,0
815,62,2,1
816,272,909,0
817,790,910,0
818,391,848,0
819,791,911,0
820,38,903,0
821,753,913,0
822,490,560,1
823,365,792,1
824,559,914,0
825,329,1,1
826,795,915,0
827,159,461,0
828,796,656,0
829,391,600,0
830,797,916,0
831,392,32,0
832,214,918,0
833,706,919,0
834,800,480,1
835,803,104,0
836,805,175,0
837,138,921,0
838,42,922,0
839,796,923,0
840,808,925,0
841,578,926,0
842,379,929,0
843,14,48,0
844,67,598,1
845,20,930,1
846,702,931,0
847,9,933,0
848,811,934,0
849,812,274,0
850,624,1,1
851,813,863,1
852,405,177,0
853,1,1,1
854,20,83,1
855,20,105,1
856,120,1,1
857,196,226,0
858,31,937,1
859,708,938,0
860,20,83,1
861,71,715,0
862,422,939,0
863,210,855,0
864,569,190,0
865,31,74,1
866,790,465,0
867,820,1,1
868,821,941,0
869,823,79,1
870,239,310,0
871,124,942,0
872,312,545,0
873,74,943,0
874,825,871,0
875,20,945,1
876,827,946,0
877,830,617,0
878,833,1,1
879,153,1,1
880,341,2,1
881,834,1,1
882,260,236,0
883,31,340,1
884,835,2,1
885,31,278,1
886,31,8,1
887,71,950,0
888,836,175,0
889,837,153,0
890,838,274,0
891,839,78,0
892,753,953,0
893,121,536,1
894,20,191,1
895,388,225,0
896,14,955,0
897,279,308,0
898,422,956,0
899,844,117,1
900,837,186,0
901,202,923,0
902,510,958,0
903,20,960,1
904,71,55,0
905,847,401,0
906,848,805,1
907,144,92,0
908,91,966,1
909,202,968,0
910,359,92,1
911,849,480,1
912,850,382,1
913,852,424,0
914,228,151,1
915,856,136,0
916,31,976,1
917,42,279,0
918,859,79,1
919,32,564,0
920,861,43,0
921,328,256,1
922,666,1,0
923,743,160,1
924,863,556,0
925,864,980,0
926,866,504,1
927,205,981,1
928,420,982,0
929,867,1,1
930,300,984,0
931,463,499,1
932,836,985,0
933,871,190,0
934,67,185,1
935,187,988,1
936,721,191,1
937,251,1,1
938,31,992,1
939,853,68,1
940,247,332,1
941,693,993,0
942,785,815,0
943,87,2,1
944,244,197,0
945,32,995,0
946,31,996,1
947,876,139,1
948,106,105,1
949,66,997,0
950,877,998,0
951,878,117,0
952,121,817,1
953,883,480,1
954,884,215,1
955,185,1002,0
956,885,356,1
957,112,165,0
958,74,154,0
959,290,909,0
960,105,1004,1
961,198,1005,0
962,733,559,0
963,676,1,1
964,20,601,1
965,398,503,1
966,887,261,1
967,214,681,1
968,888,1,1
969,262,700,0
970,889,67,0
971,314,1,1
972,839,550,0
973,576,1014,0
974,163,121,0
975,47,635,0
976,237,1015,0
977,719,116,0
978,892,48,1
979,86,822,0
980,834,2,1
981,31,1021,1
982,869,322,0
983,894,1023,1
984,895,322,0
985,31,1026,1
986,897,578,1
987,898,103,0
988,5,728,0
989,900,1,1
990,350,160,0
991,901,67,0
992,86,228,0
993,903,560,1
994,138,944,0
995,73,811,0
996,746,256,0
997,68,1028,0
998,391,359,0
999,150,839,0
1000,15,863,1
1001,105,225,1
1002,262,680,0
1003,65,268,0
1004,143,1033,1
1005,150,89,0
1006,372,181,0
1007,909,1,1
1008,134,1036,0
1009,749,191,1
1010,337,26,1
1011,911,592,1
1012,66,1038,0
1013,68,181,0
1014,1,1,1
1015,912,1,1
1016,913,70,0
1017,914,191,1
1018,47,1041,0
1019,252,871,0
1020,915,278,0
1021,918,139,1
1022,31,357,1
1023,388,1045,0
1024,46,157,0
1025,214,854,0
1026,237,912,0
1027,20,977,1
1028,202,792,0
1029,847,1048,0
1030,123,2,1
1031,292,877,1
1032,781,8,1
1033,353,710,0
1034,5,1050,0
1035,74,742,0
1036,17,1051,1
1037,924,3,1
1038,20,1053,1
1039,925,30,1
1040,926,139,1
1041,927,178,1
1042,928,1,1
1043,675,778,0
1044,789,319,1
1045,20,1059,1
1046,20,569,1
1047,788,57,0
1048,20,210,1
1049,931,345,0
1050,604,778,0
1051,109,1061,0
1052,25,72,1
1053,155,30,0
1054,20,1064,1
1055,20,364,1
1056,20,966,1
1057,23,144,0
1058,20,288,1
1059,20,30,1
1060,400,1066,0
1061,935,286,0
1062,649,1067,0
1063,53,1068,0
1064,490,1069,0
1065,300,1071,0
1066,939,508,0
1067,31,663,1
1068,198,1072,0
1069,205,230,1
1070,202,1074,0
1071,590,6,1
1072,943,551,0
1073,420,691,0
1074,20,1076,1
1075,830,1077,0
1076,388,1078,0
1077,944,48,1
1078,850,131,1
1079,20,1079,1
1080,945,1,1
1081,223,1080,1
1082,5,1081,0
1083,536,182,1
1084,946,479,1
1085,163,215,0
1086,202,811,0
1087,259,0,0
1088,20,1086,1
1089,31,664,1
1090,694,424,0
1091,949,117,1
1092,320,147,0
1093,533,191,1
1094,20,331,1
1095,134,1014,0
1096,86,368,0
1097,850,131,1
1098,31,1089,1
1099,148,1090,0
1100,82,1092,0
1101,953,196,0
1102,955,1,1
1103,433,362,0
1104,121,1089,1
1105,118,382,1
1106,732,1095,0
1107,960,569,0
1108,134,1097,0
1109,94,941,1
1110,961,1,1
1111,210,678,0
1112,31,687,1
1113,655,791,0
1114,9,1099,0
1115,20,1100,1
1116,68,942,0
1117,300,593,0
1118,20,331,1
1119,551,30,1
1120,13,942,0
1121,813,1101,1
1122,965,212,0
1123,20,1103,1
1124,120,1,1
1125,150,1105,0
1126,192,44,0
1127,23,855,0
1128,190,1106,0
1129,790,1107,0
1130,74,45,0
1131,855,1108,0
1132,17,1110,1
1133,799,30,1
1134,20,1111,1
1135,355,151,1
1136,972,1020,1
1137,20,1113,1
1138,214,1114,0
1139,5,56,0
1140,417,1115,0
1141,231,1,1
1142,975,1116,1
1143,20,718,1
1144,187,1118,1
1145,20,1119,1
1146,121,396,1
1147,150,1121,0
1148,70,229,0
1149,12,165,0
1150,86,584,0
1151,20,721,1
1152,980,3,1
1153,294,1126,0
1154,121,517,1
1155,63,700,0
1156,981,1,1
1157,982,191,1
1158,984,1012,0
1159,985,1,1
1160,903,519,1
1161,300,916,0
1162,986,3,1
1163,987,2,1
1164,431,1130,0
1165,989,48,1
1166,991,848,0
1167,208,1080,1
1168,247,191,1
1169,660,1099,0
1170,121,1131,1
1171,992,1,1
1172,993,530,0
1173,23,1133,0
1174,994,1136,0
1175,995,1137,0
1176,996,966,1
1177,138,1138,0
1178,591,1139,0
1179,20,1140,1
1180,20,788,1
1181,914,191,1
1182,431,1142,0
1183,262,1143,0
1184,1000,1,1
1185,1001,1144,0
1186,1002,117,1
1187,599,454,0
1188,1003,807,0
1189,17,664,1
1190,722,1,1
1191,231,1,1
1192,20,462,1
1193,724,928,0
1194,379,952,0
1195,202,247,0
1196,20,443,1
1197,190,1151,0
1198,1005,160,1
1199,17,428,1
1200,438,1,1
1201,365,1153,1
1202,1006,321,0
1203,877,200,0
1204,1007,1154,0
1205,725,1,1
1206,94,42,1
1207,642,196,0
1208,294,600,0
1209,1009,686,1
1210,20,79,1
1211,438,319,1
1212,163,1162,0
1213,31,331,1
1214,1012,57,0
1215,341,1,1
1216,391,1163,0
1217,799,30,1
1218,1013,1,1
1219,31,904,1
1220,1001,1164,0
1221,863,940,0
1222,1014,440,1
1223,417,1166,0
1224,1015,117,1
1225,121,960,1
1226,550,428,1
1227,914,191,1
1228,20,75,1
1229,453,819,0
1230,15,129,1
1231,984,1170,0
1232,237,710,0
1233,1018,1,1
1234,237,1171,0
1235,42,1173,0
1236,1021,144,1
1237,337,26,1
1238,70,560,0
1239,357,229,0
1240,1022,67,0
1241,198,1174,0
1242,17,697,1
1243,438,1,1
1244,252,1175,0
1245,159,871,0
1246,835,2,1
1247,20,487,1
1248,1023,139,1
1249,1024,621,0
1250,1025,1,1
1251,31,1167,1
1252,357,640,0
1253,254,1181,1
1254,797,1124,0
1255,300,1183,0
1256,15,1021,1
1257,15,178,1
1258,705,2,1
1259,1029,461,0
1260,1030,160,1
1261,428,57,0
1262,31,131,1
1263,1031,1139,0
1264,32,1186,0
1265,259,474,1
1266,1033,669,1
1267,1013,1,1
1268,70,217,0
1269,1034,139,1
1270,675,507,0
1271,275,758,0
1272,228,663,1
1273,208,764,1
1274,848,805,1
1275,1036,3,1
1276,561,1191,0
1277,603,672,1
1278,31,1192,1
1279,1037,643,0
1280,163,379,0
1281,247,191,1
1282,728,811,0
1283,155,1194,0
1284,987,2,1
1285,760,147,0
1286,44,67,0
1287,1039,1139,0
1288,1040,748,0
1289,1041,1195,0
1290,1042,489,0
1291,105,1196,1
1292,15,83,1
1293,163,304,0
1294,1044,145,0
1295,1046,191,1
1296,46,685,0
1297,1006,175,0
1298,73,314,0
1299,33,1,1
1300,1049,1,1
1301,183,1199,0
1302,724,233,0
1303,379,1200,0
1304,1050,1201,1
1305,183,665,0
1306,172,234,1
1307,155,615,0
1308,20,712,1
1309,74,1203,0
1310,138,1143,0
1311,17,438,1
1312,1052,569,1
1313,368,1205,0
1314,1054,136,0
1315,208,200,1
1316,1055,230,1
1317,121,1207,1
1318,91,398,1
1319,1058,1208,0
1320,334,1209,0
1321,202,908,0
1322,26,72,1
1323,315,579,0
1324,353,1212,0
1325,863,353,0
1326,1039,1,1
1327,1029,224,0
1328,1013,1,1
1329,125,65,0
1330,68,196,0
1331,294,1215,0
1332,91,391,1
1333,1064,474,1
1334,1065,172,0
1335,67,1023,1
1336,254,1217,1
1337,1066,139,1
1338,237,925,0
1339,31,1221,1
1340,14,911,0
1341,391,751,0
1342,31,144,1
1343,982,191,1
1344,1071,160,1
1345,1072,1,1
1346,391,532,0
1347,1006,682,0
1348,237,202,0
1349,105,105,1
1350,338,770,0
1351,20,83,1
1352,408,892,0
1353,987,1,1
1354,883,53,1
1355,91,404,1
1356,20,222,1
1357,420,314,0
1358,1077,117,1
1359,262,250,0
1360,1079,1226,0
1361,23,1228,0
1362,31,1100,1
1363,1080,1229,0
1364,415,1231,0
1365,31,1232,1
1366,1058,1235,0
1367,1081,544,0
1368,192,282,0
1369,254,284,1
1370,945,1,1
1371,196,1026,0
1372,214,1237,0
1373,74,1238,0
1374,706,1239,0
1375,231,1,1
1376,531,953,0
1377,31,68,1
1378,1083,1,1
1379,1084,545,1
1380,856,1240,0
1381,588,295,0
1382,778,79,1
1383,262,79,0
1384,163,554,0
1385,125,1237,0
1386,576,194,0
1387,297,8,1
1388,138,1241,0
1389,53,401,0
1390,324,710,0
1391,1089,48,1
1392,70,854,0
1393,132,285,0
1394,31,1244,1
1395,337,147,0
1396,196,1245,0
1397,23,1094,0
1398,20,760,1
1399,518,1,1
1400,143,1246,1
1401,628,739,0
1402,435,1247,0
1403,31,1248,1
1404,445,958,0
1405,20,1249,1
1406,604,200,0
1407,706,1251,0
1408,143,287,1
1409,105,42,1
1410,1091,853,0
1411,379,1048,0
1412,9,1253,0
1413,67,1136,1
1414,1092,191,1
1415,247,1254,1
1416,20,344,1
1417,138,1255,0
1418,502,1256,1
1419,314,1,1
1420,357,1257,0
1421,121,1258,1
1422,221,542,0
1423,1097,474,1
1424,712,1,1
1425,47,466,0
1426,564,471,1
1427,1098,382,0
1428,15,1259,1
1429,252,854,0
1430,138,833,0
1431,223,1261,1
1432,23,103,0
1433,68,50,0
1434,88,1211,1
1435,262,32,0
1436,20,1262,1
1437,185,295,0
1438,138,277,0
1439,1101,170,1
1440,1102,1,1
1441,15,1263,1
1442,632,1,1
1443,211,5,0
1444,31,792,1
1445,20,601,1
1446,785,847,0
1447,20,1170,1
1448,270,838,1
1449,172,118,1
1450,379,1267,0
1451,254,415,1
1452,86,1054,0
1453,67,185,1
1454,1022,511,0
1455,134,829,0
1456,1106,1268,0
1457,290,1043,0
1458,1006,1269,0
1459,91,685,1
1460,125,295,0
1461,31,301,1
1462,74,933,0
1463,965,1270,0
1464,600,551,0
1465,287,1,1
1466,328,721,1
1467,67,8,1
1468,1109,480,1
1469,1111,1057,0
1470,855,1271,0
1471,780,1201,0
1472,31,1272,1
1473,20,1273,1
1474,228,1274,1
1475,466,1275,0
1476,13,331,0
1477,916,268,0
1478,114,194,0
1479,67,598,1
1480,753,1276,0
1481,208,178,1
1482,73,1280,0
1483,827,134,0
1484,1113,48,1
1485,785,383,0
1486,401,1281,0
1487,1114,265,0
1488,916,73,0
1489,1116,117,1
1490,269,1,1
1491,1050,129,1
1492,20,1283,1
1493,695,42,1
1494,81,1130,0
1495,179,867,0
1496,614,382,0
1497,788,1183,0
1498,214,396,0
1499,776,332,1
1500,813,788,1
1501,785,1288,0
1502,20,105,1
1503,254,236,1
1504,1120,1194,0
1505,269,1,1
1506,1121,19,1
1507,31,477,1
1508,20,1263,1
1509,445,751,0
1510,20,204,1
1511,179,532,0
1512,20,1292,1
1513,106,1293,1
1514,25,234,1
1515,445,1023,0
1516,1123,74,1
1517,46,1294,0
1518,1085,224,0
1519,86,1130,0
1520,31,471,1
1521,68,286,0
1522,1127,49,0
1523,31,430,1
1524,134,1298,0
1525,20,687,1
1526,607,909,0
1527,32,1300,0
1528,168,1301,0
1529,20,400,1
1530,1128,1302,0
1531,926,139,1
1532,1129,1,1
1533,283,139,1
1534,790,1304,0
1535,1129,1,1
1536,252,662,0
1537,871,1305,0
1538,407,1308,1
1539,272,242,0
1540,1134,569,0
1541,20,617,1
1542,455,660,1
1543,1135,1,1
1544,1054,1310,0
1545,1085,680,0
1546,20,83,1
1547,1139,117,1
1548,586,942,0
1549,138,1312,0
1550,1140,48,1
1551,428,344,0
1552,490,233,0
1553,1118,1315,0
1554,31,1316,1
1555,109,1317,0
1556,208,72,1
1557,121,79,1
1558,31,1318,1
1559,1143,182,0
1560,1144,79,1
1561,850,535,1
1562,1146,139,1
1563,20,374,1
1564,215,96,0
1565,202,231,0
1566,31,1321,1
1567,1147,1043,0
1568,1148,971,1
1569,78,1,1
1570,1151,495,0
1571,788,1323,0
1572,251,1,1
1573,214,229,0
1574,1152,49,0
1575,518,1,1
1576,1065,685,0
1577,1155,798,0
1578,391,121,0
1579,228,160,1
1580,13,1324,0
1581,1027,910,0
1582,1156,191,1
1583,420,295,0
1584,310,1325,0
1585,1157,2,1
1586,53,873,0
1587,31,1326,1
1588,943,777,0
1589,121,241,1
1590,388,1327,0
1591,254,149,1
1592,1159,117,1
1593,847,109,0
1594,883,480,1
1595,9,811,0
1596,196,1329,0
1597,560,964,0
1598,324,1330,0
1599,86,1331,0
1600,66,843,0
1601,645,152,1
1602,20,1163,1
1603,67,260,1
1604,179,1332,0
1605,15,1262,1
1606,1162,48,1
1607,312,751,0
1608,388,569,0
1609,590,108,1
1610,143,1246,1
1611,189,191,1
1612,760,303,0
1613,121,71,1
1614,26,72,1
1615,1164,1336,0
1616,428,12,0
1617,74,400,0
1618,31,288,1
1619,1121,19,1
1620,211,1020,0
1621,485,461,0
1622,20,63,1
1623,202,1339,0
1624,121,1020,1
1625,732,1341,0
1626,291,869,0
1627,208,803,1
1628,381,228,0
