,smiles,sequence,interactions
289,1165,739,1
290,3679,1656,1
291,185,189,1
292,856,208,1
293,731,1873,1
294,2678,1414,0
295,519,874,0
296,307,154,0
297,65,1397,1
298,3423,1263,0
299,777,7,1
300,1149,871,0
301,787,27,1
302,2532,1391,0
303,3052,1839,0
304,3758,148,1
305,2429,670,1
306,1509,724,1
307,780,278,1
308,1784,148,1
309,104,2074,0
310,432,591,1
311,3855,213,1
312,1758,87,1
313,1154,873,0
314,1374,32,1
315,1399,1987,0
316,3595,437,1
317,1528,748,1
318,1,118,1
319,14,2099,0
320,304,49,0
321,4464,405,1
322,1498,1427,1
323,3471,433,1
324,431,616,1
325,916,707,1
326,1414,985,0
327,2656,1375,1
328,289,1967,0
329,2927,811,1
330,558,148,1
331,1371,148,1
332,1281,60,1
333,1456,460,1
334,1061,207,0
335,4180,177,1
336,14,461,1
337,3336,1503,1
338,3308,1572,0
339,1075,37,1
340,534,1890,0
341,2416,666,1
342,1737,77,1
343,1282,269,1
344,297,538,1
345,4136,704,0
346,3612,214,1
347,58,2052,0
348,2736,1102,1
349,2715,286,0
350,1653,1204,1
351,75,277,1
352,3951,1174,0
353,2062,29,1
354,3484,1862,0
355,328,52,1
356,1630,659,0
357,271,106,1
358,3060,431,0
359,1468,843,0
360,279,784,1
361,2530,378,1
362,2944,60,1
363,2728,160,0
364,2274,1148,0
365,2234,1201,1
366,1942,1787,0
367,2392,269,1
368,1078,189,1
369,1447,1380,0
370,2836,29,1
371,3617,1521,0
372,1793,1273,0
373,1170,136,1
374,3420,589,0
375,461,1212,0
376,629,1542,1
377,373,314,1
378,808,1652,1
379,2610,664,1
380,986,347,1
381,873,523,1
382,890,92,1
383,927,496,0
384,3226,94,1
385,3750,250,0
386,425,67,1
387,63,1007,1
388,1045,315,0
389,2753,74,1
390,786,1451,0
391,3751,1026,0
392,376,1191,0
393,1163,830,1
394,1253,1889,0
395,985,1007,1
396,3703,928,0
397,1412,1211,0
398,281,731,0
399,882,1176,1
400,956,2002,0
401,1007,417,1
402,65,2133,1
403,2134,1443,0
404,608,143,0
405,284,29,1
406,3245,993,0
407,2979,269,1
408,4063,478,1
409,2543,1382,0
410,1844,1886,0
411,794,278,1
412,4472,296,0
413,2746,730,0
414,1732,14,1
415,4326,1921,0
416,1210,426,1
417,1113,1445,0
418,2459,1068,0
419,868,1176,0
420,2249,421,0
421,1202,208,1
422,3597,1567,1
423,2594,795,0
424,457,1187,0
425,101,452,1
426,3644,252,0
427,818,29,1
428,323,228,0
429,392,77,1
430,3776,1680,0
431,2574,1556,1
432,1233,723,0
433,3799,826,0
434,859,1926,0
435,65,547,1
436,608,1596,0
437,2507,726,0
438,945,575,0
439,657,64,1
440,686,77,0
441,217,191,0
442,730,876,0
443,3602,1304,0
444,896,830,1
445,2672,906,1
446,1584,51,0
447,958,1563,0
448,338,1330,1
449,1737,27,1
450,2203,114,1
451,2894,2084,1
452,2613,1679,0
453,82,14,1
454,1314,2006,1
455,1875,1900,1
456,103,106,1
457,717,205,1
458,443,147,1
459,2403,639,0
460,679,1367,0
461,4435,773,0
462,3799,5,0
463,3315,637,0
464,628,280,0
465,3570,375,1
466,2446,84,1
467,220,76,0
468,1976,266,1
469,2204,1204,0
470,269,1054,0
471,2144,1447,0
472,2298,953,0
473,725,60,1
474,1780,67,1
475,3007,412,0
476,943,286,0
477,3997,723,0
478,258,224,1
479,4260,2089,0
480,663,354,1
481,1212,218,1
482,53,960,0
483,1333,262,0
484,1201,29,1
485,1216,68,1
486,3223,1668,0
487,653,1377,0
488,1953,677,1
489,611,532,0
490,1590,136,1
491,3997,1367,0
492,979,1504,0
493,3666,1094,0
494,2528,46,1
495,1229,677,1
496,2306,1975,0
497,596,476,1
498,2554,1629,0
499,1023,2034,1
500,880,427,0
501,3920,1560,0
502,3201,796,0
503,1914,149,1
504,2186,54,0
505,1053,810,0
506,1141,480,1
507,2388,77,1
508,2805,1776,1
509,731,350,1
510,858,2133,0
511,2862,118,1
512,32,711,1
513,1531,14,1
514,666,532,0
515,1350,1888,0
516,3133,60,0
517,3051,2045,0
518,1915,67,1
519,2779,359,0
520,722,679,0
521,2903,830,1
522,514,420,0
523,1014,782,1
524,3689,1514,1
525,792,1034,0
526,1166,915,0
527,255,468,0
528,2662,257,0
529,1584,77,0
530,4007,1560,0
531,2822,557,0
532,1577,820,0
533,65,1018,1
534,2554,1665,0
535,2154,473,0
536,977,875,1
537,1118,2131,1
538,12,125,1
539,2137,118,1
540,2186,1369,0
541,1885,464,1
542,911,1318,1
543,4259,1258,0
544,934,114,0
545,4403,1823,0
546,721,1903,0
547,1012,77,1
548,4174,1364,0
549,3680,87,1
550,529,2109,1
551,1760,1246,0
552,3678,559,1
553,1313,77,1
554,1056,27,1
555,2310,1113,0
556,4147,1222,0
557,1263,968,0
558,958,727,1
559,2980,148,1
560,3363,296,0
561,3998,493,0
562,1940,69,1
563,176,163,1
564,888,808,1
565,333,2097,0
566,630,503,0
567,3541,1149,0
568,41,947,0
569,3226,18,1
570,3898,1775,0
571,3586,1790,0
572,2460,1810,0
573,3236,1302,0
574,3195,114,1
575,2592,236,1
576,1165,77,1
577,4101,2093,0
578,1072,2113,0
579,661,206,1
580,90,69,1
581,3619,963,1
582,1631,621,0
583,1259,1884,1
584,2834,1590,0
585,2780,67,1
586,1606,501,0
587,340,1549,0
588,2991,69,0
589,794,1605,1
590,378,149,1
591,2919,921,0
592,788,77,1
593,968,393,1
594,3934,381,1
595,3140,367,0
596,1870,77,1
597,162,566,0
598,692,262,1
599,4055,79,0
600,3975,77,1
601,60,1463,0
602,430,517,0
603,2637,857,0
604,1056,206,1
605,3404,103,1
606,848,89,0
607,1344,1135,0
608,337,92,1
609,3543,149,1
610,4039,334,1
611,1447,853,0
612,2683,914,1
613,607,745,0
614,3896,1970,0
615,3492,562,1
616,258,666,1
617,2512,11,0
618,3188,2105,1
619,2137,148,1
620,1429,1072,0
621,2380,1552,0
622,3735,1818,1
623,2500,111,1
624,1089,201,0
625,3398,1508,0
626,165,194,1
627,3401,1579,1
628,3165,1508,0
629,417,1879,1
630,846,260,1
631,3146,56,0
632,1678,934,0
633,996,1768,1
634,65,62,1
635,2250,544,0
636,1101,378,1
637,4192,233,1
638,3033,2084,0
639,579,1027,1
640,1294,136,1
641,1244,726,1
642,1035,266,0
643,690,727,1
644,219,193,0
645,90,195,1
646,4271,1299,0
647,3219,1750,0
648,3282,1579,1
649,3052,92,1
650,355,420,0
651,344,106,1
652,1478,560,0
653,893,1189,1
654,65,2016,1
655,716,638,1
656,814,29,1
657,3344,2047,1
658,371,726,1
659,3601,419,0
660,488,132,1
661,305,1517,0
662,917,1702,0
663,1294,1951,0
664,2823,151,0
665,2471,106,1
666,3215,894,1
667,2683,401,1
668,977,1503,1
669,663,1163,0
670,2882,1218,1
671,3392,5,1
672,4052,339,0
673,670,140,0
674,2610,831,1
675,1314,729,0
676,1384,868,1
677,1571,356,1
678,944,148,1
679,2615,1688,0
680,103,727,1
681,4329,211,0
682,2701,570,0
683,1787,282,1
684,2405,1455,0
685,357,290,1
686,2360,1925,0
687,101,67,1
688,3698,1837,1
689,2512,1578,1
690,3087,1898,0
691,1567,150,1
692,88,875,0
693,43,243,0
694,1644,1590,0
695,1341,942,1
696,184,266,1
697,980,955,1
698,706,690,1
699,2109,1183,0
700,719,1291,0
701,2078,1591,1
702,2949,1286,0
703,963,84,1
704,2109,1898,0
705,2836,148,1
706,1357,405,1
707,3430,1924,0
708,3382,1416,0
709,259,2142,0
710,2268,1588,1
711,1968,2062,0
712,2831,1194,0
713,1884,269,1
714,2691,565,1
715,1654,1971,0
716,3666,430,1
717,847,130,1
718,259,807,0
719,519,1523,1
720,4034,792,1
721,413,555,0
722,3295,523,1
723,2642,800,0
724,230,130,1
725,205,339,1
726,390,82,0
727,563,1212,0
728,794,733,1
729,1774,700,1
730,736,1811,0
731,1662,148,1
732,328,136,1
733,2330,1543,0
734,1448,912,0
735,292,260,1
736,2084,67,1
737,803,106,1
738,939,1367,0
739,1734,1070,1
740,4153,75,0
741,2333,2044,0
742,3063,1310,1
743,2826,1332,0
744,1901,965,0
745,3566,1985,0
746,357,303,0
747,2041,1066,0
748,1305,1675,1
749,717,732,1
750,61,14,1
751,888,418,1
752,2188,491,0
753,717,1289,1
754,1136,153,0
755,3448,118,1
756,1664,250,0
757,4415,1537,0
758,3070,1689,0
759,3292,822,1
760,3914,1820,0
761,1709,1864,0
762,151,74,1
763,651,72,1
764,4448,1363,0
765,344,125,1
766,1016,22,0
767,3783,100,1
768,2654,1078,0
769,1249,1618,0
770,1940,807,1
771,3836,650,0
772,79,1869,0
773,822,741,1
774,812,1725,1
775,129,122,1
776,233,1637,0
777,1224,1498,0
778,258,2080,0
779,4393,208,1
780,638,14,1
781,1358,222,1
782,1283,981,1
783,926,1775,1
784,894,67,1
785,563,589,0
786,782,87,1
787,322,922,0
788,2402,1654,0
789,2920,1849,0
790,511,1510,1
791,1167,77,1
792,1088,876,0
793,3033,738,0
794,1739,1230,0
795,201,177,0
796,3969,1882,0
797,1315,1933,1
798,1951,1910,0
799,2618,326,0
800,788,513,0
801,3048,27,1
802,1634,194,1
803,1003,550,1
804,2651,1268,0
805,1921,1858,0
806,1481,1251,1
807,876,410,0
808,75,23,0
809,538,784,0
810,1837,339,1
811,3134,1684,0
812,1194,914,1
813,3718,1576,0
814,813,1656,1
815,3670,586,0
816,3276,1079,0
817,1227,853,0
818,392,1480,0
819,2158,1460,0
820,1569,148,1
821,2065,1965,0
822,225,938,1
823,3617,77,1
824,3861,218,0
825,790,1598,0
826,3769,1106,0
827,2180,72,1
828,1842,405,1
829,215,1965,0
830,3206,1420,0
831,24,24,1
832,2324,893,0
833,3536,1214,1
834,3427,233,1
835,3074,138,0
836,407,18,1
837,1374,282,1
838,13,143,1
839,501,138,1
840,1392,429,0
841,3138,77,1
842,2897,1846,0
843,2921,756,1
844,2562,612,1
845,151,137,0
846,615,2136,0
847,3432,1153,0
848,4207,734,0
849,4201,670,1
850,3062,18,1
851,1308,577,0
852,4304,1285,1
853,2611,118,1
854,634,212,1
855,1662,84,1
856,2830,34,0
857,1371,1001,0
858,279,752,1
859,2634,60,1
860,833,1133,0
861,1429,1786,1
862,1843,818,1
863,151,1525,0
864,371,1964,1
865,3189,1485,0
866,2045,688,0
867,1746,1236,0
868,2370,148,1
869,292,711,1
870,230,14,1
871,661,195,1
872,2907,1102,0
873,3089,1050,0
874,2800,735,0
875,1675,1193,0
876,2730,64,1
877,1807,108,1
878,2478,754,0
879,3487,84,1
880,2577,618,0
881,1904,67,0
882,2352,323,1
883,492,414,0
884,323,192,1
885,1105,1468,0
886,4340,296,1
887,2211,1440,0
888,4043,1239,0
889,2585,1474,0
890,13,849,1
891,548,508,0
892,4079,2092,0
893,4249,1709,0
894,799,630,1
895,4277,2112,0
896,3100,621,0
897,766,1451,0
898,848,1833,0
899,179,94,1
900,3775,2155,0
901,1,77,1
902,578,130,1
903,1486,1080,0
904,2047,1456,1
905,151,318,1
906,4271,2043,0
907,1845,1286,0
908,174,2136,0
909,1952,68,0
910,381,5,1
911,2543,1826,0
912,154,388,1
913,3726,300,0
914,4287,271,0
915,3168,1304,0
916,2427,1077,1
917,3419,1301,1
918,72,148,1
919,2748,278,0
920,3405,2174,0
921,559,131,1
922,3564,227,0
923,1940,206,1
924,151,94,1
925,2673,106,1
926,1977,1683,0
927,932,727,0
928,808,134,1
929,2757,1031,1
930,2354,301,0
931,2501,1132,1
932,794,727,1
933,1416,1310,0
934,3597,1330,1
935,646,1501,1
936,3733,1560,1
937,3041,1125,0
938,2138,1870,0
939,2712,1778,1
940,2268,1175,1
941,1941,460,0
942,1258,1320,0
943,980,66,0
944,3349,1844,0
945,3647,1997,0
946,3973,48,0
947,2867,1457,0
948,3699,1359,0
949,512,106,1
950,2183,1164,0
951,315,675,0
952,3872,1148,0
953,1737,282,1
954,263,622,0
955,1395,796,0
956,4224,1261,1
957,104,260,1
958,1473,727,1
959,2294,1995,0
960,3853,1161,0
961,1538,740,0
962,999,983,0
963,1427,775,0
964,2519,1866,0
965,946,1370,0
966,490,185,1
967,2456,1902,0
968,193,1009,1
969,2182,1139,0
970,4007,115,1
971,1595,195,1
972,2380,461,1
973,2610,1906,1
974,363,991,0
975,3593,406,0
976,1763,1247,0
977,2834,77,1
978,1594,984,0
979,525,219,0
980,3942,1583,1
981,2038,144,1
982,1686,148,1
983,2711,1106,0
984,3079,1934,0
985,799,474,0
986,1634,628,1
987,1827,939,0
988,615,180,0
989,1455,870,0
990,4471,565,1
991,1376,1755,1
992,1243,675,1
993,65,935,1
994,1007,288,1
995,75,378,1
996,4418,187,0
997,272,746,0
998,1049,951,0
999,65,691,1
1000,1500,1210,0
1001,1138,191,1
1002,1474,240,0
1003,2604,1139,0
1004,4118,410,0
1005,3225,124,0
1006,2759,507,1
1007,1382,733,1
1008,3923,248,1
1009,1164,875,0
1010,1311,967,0
1011,3730,1299,0
1012,2827,1588,1
1013,1863,715,0
1014,2124,44,0
1015,4293,415,0
1016,1339,901,1
1017,800,2165,0
1018,4235,1288,0
1019,3269,595,1
1020,2630,1299,1
1021,1455,77,1
1022,1285,166,0
1023,3600,2037,0
1024,1174,111,1
1025,1075,1726,1
1026,1183,208,1
1027,364,306,0
1028,3353,1032,0
1029,2797,1822,0
1030,1307,652,0
1031,1209,1273,0
1032,2161,1167,1
1033,2710,60,1
1034,545,1645,1
1035,464,567,0
1036,141,406,1
1037,2357,304,1
1038,2876,8,0
1039,2171,351,0
1040,230,237,1
1041,2305,74,1
1042,2408,1097,0
1043,3152,1059,0
1044,2242,14,1
1045,160,1585,0
1046,1244,981,1
1047,2925,180,0
1048,1790,1791,0
1049,1219,378,1
1050,4141,1416,0
1051,3895,1819,0
1052,1867,819,0
1053,1186,45,0
1054,309,60,1
1055,1015,1265,1
1056,1520,1661,0
1057,1565,77,1
1058,2817,1133,1
1059,3370,102,0
1060,67,351,0
1061,76,1380,1
1062,2494,771,0
1063,72,378,1
1064,780,727,1
1065,1703,1529,0
1066,526,854,0
1067,2784,2153,0
1068,4011,1229,0
1069,974,77,1
1070,2279,2077,1
1071,294,1560,0
1072,528,2066,0
1073,1547,2071,0
1074,724,2027,0
1075,1175,893,0
1076,185,998,1
1077,1642,77,1
1078,996,1434,1
1079,1209,123,1
1080,1835,155,0
1081,2653,55,1
1082,789,603,1
1083,2896,801,0
1084,3768,443,1
1085,3308,83,0
1086,688,968,0
1087,3554,208,1
1088,1209,361,1
1089,3834,70,0
1090,2658,875,0
1091,3971,2115,0
1092,1996,60,1
1093,727,106,1
1094,57,262,0
1095,1861,773,0
1096,151,557,1
1097,794,452,1
1098,1069,233,1
1099,3530,85,0
1100,247,523,0
1101,155,74,1
1102,3483,1981,0
1103,1217,100,1
1104,2479,496,0
1105,2278,544,0
1106,3171,324,1
1107,2570,405,1
1108,2042,1580,0
1109,756,1374,1
1110,4363,954,1
1111,3864,36,1
1112,3409,80,1
1113,1614,1470,0
1114,2253,2050,0
1115,2043,77,1
1116,1020,67,1
1117,3367,1779,0
1118,147,335,0
1119,4172,251,0
1120,1467,461,1
1121,1283,914,1
1122,2246,947,0
1123,1327,1028,1
1124,2454,225,0
1125,1280,952,0
1126,134,127,0
1127,1121,1186,1
1128,1591,444,1
1129,876,613,1
1130,1763,189,1
1131,2639,792,1
1132,2873,1074,0
1133,2094,1336,0
1134,1693,184,1
1135,32,84,1
1136,3041,839,0
1137,897,1396,1
1138,2027,1248,1
1139,1874,405,1
1140,1703,207,0
1141,831,92,1
1142,1211,908,0
1143,3589,24,0
1144,1275,1451,0
1145,2156,1579,0
1146,2884,1097,0
1147,526,74,1
1148,2323,2087,0
1149,65,1084,1
1150,176,1205,0
1151,589,278,1
1152,911,74,1
1153,735,321,1
1154,794,185,1
1155,1072,467,0
1156,649,1007,1
1157,894,628,1
1158,1244,293,1
1159,2402,1577,0
1160,395,1888,0
1161,3645,941,0
1162,166,998,1
1163,2855,570,0
1164,3122,1165,0
1165,1240,869,1
1166,2928,1384,0
1167,958,1114,0
1168,2553,1175,0
1169,703,562,0
1170,4161,169,1
1171,1312,638,1
1172,1021,1101,0
1173,2254,1826,0
1174,3227,397,1
1175,2418,1132,1
1176,151,169,0
1177,335,148,1
1178,1849,2017,1
1179,468,29,1
1180,443,3,1
1181,2357,29,1
1182,70,197,1
1183,1374,638,1
1184,2051,1497,0
1185,2170,403,1
1186,104,282,1
1187,469,272,1
1188,4237,371,0
1189,205,195,1
1190,1653,79,0
1191,3086,77,1
1192,3114,143,0
1193,3109,2057,0
1194,1550,149,1
1195,1078,278,1
1196,356,77,1
1197,3442,29,1
1198,794,130,1
1199,3359,1630,0
1200,582,467,0
1201,3444,1529,0
1202,520,1979,0
1203,1551,503,0
1204,4496,36,1
1205,3668,233,0
1206,242,210,0
1207,869,14,1
1208,2129,989,1
1209,12,136,1
1210,3134,978,0
1211,4075,2069,0
1212,3903,1343,0
1213,2829,4,0
1214,3454,79,0
1215,717,424,1
1216,939,149,1
1217,4225,760,0
1218,2239,2096,0
1219,3858,863,0
1220,984,765,0
1221,236,1508,1
1222,2403,259,1
1223,3348,60,1
1224,1924,260,1
1225,3590,751,1
1226,1520,1101,0
1227,3023,810,0
1228,1181,289,0
1229,2594,1267,1
1230,1936,491,1
1231,617,633,1
1232,411,383,1
1233,4344,522,0
1234,2918,52,1
1235,1375,1272,0
1236,2097,72,1
1237,509,1644,1
1238,608,260,1
1239,304,764,0
1240,312,505,1
1241,147,1089,0
1242,2582,657,1
1243,348,638,1
1244,1421,1046,0
1245,1864,1937,0
1246,4458,1455,1
1247,932,77,1
1248,4058,77,1
1249,578,465,0
1250,2403,938,1
1251,997,282,1
1252,4314,1602,0
1253,1448,356,1
1254,2740,1583,1
1255,10,320,1
1256,2183,655,1
1257,1528,1678,1
1258,608,538,1
1259,2458,1191,0
1260,3345,199,1
1261,1277,1772,0
1262,4113,1593,0
1263,1171,939,0
1264,916,138,1
1265,617,490,1
1266,1763,37,1
1267,892,426,1
1268,4013,61,0
1269,1874,2019,0
1270,747,1697,0
1271,966,851,0
1272,910,401,0
1273,808,2090,1
1274,964,1998,0
1275,2176,1514,0
1276,738,1662,0
1277,1361,1160,1
1278,2626,493,0
1279,4147,461,0
1280,717,410,1
1281,2108,1270,0
1282,818,106,1
1283,2425,1374,1
1284,1884,27,1
1285,834,1521,0
1286,2070,114,1
1287,3832,677,0
1288,97,635,0
1289,974,118,1
1290,2639,1702,0
1291,346,106,1
1292,884,396,1
1293,1481,1344,1
1294,3316,1042,0
1295,2658,220,1
1296,273,240,1
1297,2409,557,0
1298,281,2034,0
1299,2886,513,0
1300,951,77,1
1301,3226,1399,0
1302,3916,111,1
1303,3068,469,1
1304,2035,1371,1
1305,4320,91,1
1306,1671,1455,1
1307,2400,937,0
1308,1730,77,1
1309,1187,1133,1
1310,706,1014,1
1311,2467,390,1
1312,3105,950,0
1313,1474,608,0
1314,991,82,0
1315,949,1230,1
1316,2204,1144,1
1317,1932,1956,0
1318,501,37,1
1319,1485,1461,0
1320,1655,214,1
1321,0,975,0
1322,3437,1980,1
1323,3445,2051,0
1324,1116,970,0
1325,511,780,1
1326,801,148,1
1327,2629,1371,1
1328,815,1074,0
1329,2767,1754,0
1330,4401,696,0
1331,916,1223,1
1332,989,374,0
1333,685,651,0
1334,1671,1190,0
1335,228,148,1
1336,410,343,0
1337,1929,60,1
1338,3994,648,1
1339,499,408,0
1340,3014,563,0
1341,287,60,1
1342,3207,816,0
1343,1450,426,1
1344,3113,307,0
1345,228,18,1
1346,3508,488,1
1347,1267,1049,0
1348,2153,149,1
1349,776,614,0
1350,412,390,1
1351,3570,161,0
1352,3853,169,0
1353,1565,1897,1
1354,362,175,0
1355,1608,126,0
1356,1362,14,1
1357,4082,208,1
1358,2141,113,0
1359,435,370,0
1360,1833,1463,0
1361,371,312,1
1362,1949,272,0
1363,808,1359,1
1364,695,1132,0
1365,663,482,0
1366,3627,380,0
1367,986,523,1
1368,2570,1162,0
1369,3873,77,1
1370,235,60,1
1371,831,455,0
1372,3905,2046,0
1373,600,1967,0
1374,718,1477,0
1375,3375,412,0
1376,103,1531,0
1377,1643,168,1
1378,1280,60,0
1379,3502,257,0
1380,35,281,1
1381,679,1005,0
1382,723,598,1
1383,902,228,0
1384,574,785,0
1385,3651,1626,0
1386,4352,2006,0
1387,4035,854,0
1388,230,125,1
1389,65,758,1
1390,944,120,1
1391,432,60,1
1392,3286,1683,0
1393,1024,116,1
1394,900,1667,0
1395,4422,1382,0
1396,2702,827,0
1397,3345,1283,0
1398,3310,986,1
1399,2477,14,1
1400,2619,222,0
1401,3759,656,1
1402,3594,724,0
1403,3656,1298,0
1404,90,260,1
1405,1706,1553,0
1406,404,302,0
1407,2729,1820,0
1408,3412,1448,0
1409,1771,1647,0
1410,2113,869,0
1411,3877,1347,0
1412,2843,668,0
1413,1590,339,1
1414,1165,429,0
1415,1133,856,0
1416,1161,394,0
1417,808,287,1
1418,3868,906,1
1419,794,589,1
1420,130,113,1
1421,3587,510,1
1422,4022,1426,0
1423,223,195,1
1424,1409,665,0
1425,498,638,1
1426,2561,1361,1
1427,1665,77,1
1428,3908,757,0
1429,767,1359,0
1430,154,1689,0
1431,957,106,1
1432,962,628,1
1433,2035,343,0
1434,4147,1551,0
1435,44,293,1
1436,690,77,1
1437,1019,1924,1
1438,3264,1239,1
1439,913,20,0
1440,1497,389,0
1441,2193,368,0
1442,3566,1883,0
1443,3518,149,1
1444,3059,691,0
1445,317,272,1
1446,644,1601,0
1447,230,27,1
1448,3223,1101,0
1449,4368,929,0
1450,3469,1669,0
1451,669,60,1
1452,51,1944,0
1453,487,674,0
1454,1534,1266,0
1455,1635,346,0
1456,1374,525,1
1457,1443,1988,0
1458,3863,643,1
1459,972,1850,0
1460,1465,298,0
1461,523,378,1
1462,2322,74,1
1463,3625,752,0
1464,231,851,1
1465,538,144,1
1466,1482,2102,0
1467,1433,633,0
1468,1048,385,0
1469,3317,2108,1
1470,818,118,1
1471,49,1466,1
1472,2784,1036,0
1473,4216,946,0
1474,2508,281,1
1475,2480,877,0
1476,286,578,1
1477,3926,1808,0
1478,999,367,0
1479,1219,148,1
1480,693,553,0
1481,4162,1756,0
1482,1370,1000,0
1483,3930,72,1
1484,4320,1010,0
1485,2143,677,1
1486,524,1007,1
1487,1883,1423,0
1488,3729,1820,0
1489,130,85,1
1490,3424,1049,0
1491,820,1062,1
1492,1204,1948,0
1493,3931,357,0
