,smiles,sequence,interactions
289,809,404,0
290,810,405,0
291,110,390,0
292,288,32,1
293,819,406,0
294,825,49,1
295,828,170,1
296,829,412,0
297,837,416,0
298,838,256,0
299,841,53,1
300,842,417,0
301,844,60,0
302,847,419,1
303,848,420,1
304,849,375,0
305,465,421,1
306,856,425,1
307,857,426,0
308,860,428,1
309,867,234,0
310,870,247,1
311,871,209,0
312,873,3,0
313,874,429,0
314,879,82,1
315,692,430,1
316,881,93,1
317,883,170,1
318,889,220,0
319,893,432,0
320,894,0,0
321,895,433,1
322,897,149,1
323,898,19,0
324,899,114,0
325,900,434,1
326,901,220,1
327,903,48,0
328,904,85,1
329,908,125,1
330,910,220,1
331,917,216,0
332,923,202,0
333,926,442,0
334,268,444,0
335,931,402,1
336,939,228,1
337,943,450,0
338,944,53,0
339,945,348,1
340,947,451,0
341,954,455,1
342,955,196,0
343,956,456,0
344,957,457,0
345,958,247,1
346,960,25,0
347,168,38,1
348,964,3,0
349,966,149,1
350,967,265,1
351,969,72,1
352,970,72,0
353,971,156,0
354,975,69,0
355,981,463,0
356,982,82,1
357,991,39,0
358,993,466,1
359,994,467,0
360,997,47,0
361,998,98,1
362,1000,189,1
363,1003,469,0
364,1004,126,1
365,417,470,0
366,1007,74,1
367,1008,3,1
368,1010,155,0
369,1013,0,0
370,1016,476,0
371,1017,0,0
372,1023,17,0
373,1026,49,1
374,1032,442,0
375,1039,3,0
376,1041,483,0
377,1042,280,0
378,1044,0,0
379,1046,484,0
380,1050,122,0
381,1051,109,1
382,1053,9,1
383,1054,189,1
384,1057,486,0
385,159,72,1
386,1062,220,0
387,1063,301,1
388,1065,188,0
389,1066,82,1
390,544,3,0
391,1068,491,0
392,1069,269,1
393,1070,140,0
394,1071,91,0
395,1074,256,1
396,1076,38,1
397,1077,445,1
398,1078,492,0
399,546,197,0
400,1081,204,0
401,1082,494,0
402,1083,390,0
403,1085,49,1
404,1086,91,0
405,20,7,0
406,1096,86,0
407,1099,137,0
408,1026,265,1
409,1102,43,0
410,1104,502,0
411,1105,503,0
412,1112,443,0
413,1113,29,0
414,1117,17,0
415,658,507,0
416,1120,237,1
417,1123,509,1
418,1124,510,1
419,1125,182,0
420,1127,82,1
421,1131,112,1
422,1141,119,0
423,1143,95,1
424,1146,111,0
425,1149,508,0
426,1150,514,0
427,351,516,0
428,505,33,1
429,1156,155,0
430,1158,189,1
431,1161,86,0
432,577,74,0
433,1169,521,1
434,1171,3,0
435,53,158,1
436,1173,522,0
437,1182,392,0
438,1189,527,1
439,1191,3,0
440,1194,17,0
441,1196,528,1
442,1197,529,1
443,1198,256,1
444,1199,126,1
445,1201,187,1
446,1202,530,1
447,1204,3,0
448,121,256,0
449,1209,531,1
450,1212,112,1
451,1215,374,0
452,1218,14,1
453,1225,535,0
454,1226,170,1
455,226,229,1
456,267,536,0
457,1231,537,0
458,1234,0,0
459,1236,412,0
460,1238,429,1
461,1242,402,1
462,1244,537,0
463,560,541,1
464,1245,17,0
465,1246,543,1
466,1248,169,0
467,1251,545,1
468,1253,73,0
469,1255,112,1
470,1258,548,1
471,1268,555,0
472,1270,557,1
473,1272,417,0
474,1273,115,1
475,35,557,0
476,1275,60,1
477,1276,405,0
478,871,558,0
479,1279,60,0
480,1280,93,0
481,1281,560,1
482,1282,405,0
483,1285,561,0
484,1286,3,0
485,47,40,1
486,268,360,0
487,1293,566,1
488,1297,455,0
489,1298,38,1
490,1300,451,0
491,1304,204,0
492,1305,7,1
493,633,17,0
494,1310,256,1
495,1312,374,0
496,1313,571,1
497,1317,572,1
498,1318,573,1
499,1326,576,0
500,1330,533,1
501,1334,3,0
502,964,579,1
503,1337,0,0
504,1338,22,1
505,1344,17,0
506,1345,106,1
507,1348,582,0
508,1349,61,0
509,1350,32,0
510,1355,212,0
511,1357,301,1
512,638,111,0
513,1359,584,0
514,1361,585,1
515,1362,276,1
516,1364,95,1
517,48,21,0
518,1366,320,1
519,628,586,0
520,1375,589,1
521,1378,3,0
522,1380,590,1
523,1381,591,1
524,69,426,0
525,1382,592,1
526,1386,24,0
527,1388,593,0
528,1390,212,1
529,766,594,0
530,1394,595,0
531,1395,278,1
532,1400,22,1
533,272,543,0
534,1407,598,0
535,1409,141,0
536,1410,158,0
537,1413,156,0
538,1418,40,1
539,1419,49,1
540,1420,3,0
541,1421,442,0
542,1425,220,0
543,1426,0,0
544,1429,228,1
545,1430,204,0
546,1436,601,0
547,1437,602,0
548,1438,603,0
549,1439,58,1
550,1441,3,0
551,1443,18,0
552,1445,91,0
553,1447,40,0
554,1448,72,0
555,1452,607,1
556,1453,148,1
557,1457,220,1
558,1462,402,1
559,1464,95,1
560,1465,33,1
561,1469,608,0
562,1474,311,0
563,452,369,1
564,1479,38,1
565,1480,60,0
566,1487,607,0
567,528,119,0
568,1495,0,0
569,1497,38,0
570,1498,204,0
571,1516,122,1
572,1518,616,0
573,1522,618,1
574,1524,126,1
575,1525,404,0
576,1528,38,1
577,1530,619,1
578,1531,620,1
579,1532,621,0
580,1538,189,1
581,48,266,0
582,1542,623,0
583,1543,82,1
584,1545,0,0
585,1548,625,0
586,1549,3,0
587,1551,369,1
588,242,627,1
589,1559,89,1
590,1562,166,1
591,849,228,0
592,1563,158,0
593,1565,106,1
594,115,630,1
595,1566,89,1
596,1567,95,1
597,1570,631,1
598,1578,156,0
599,263,17,0
600,1581,91,0
601,1589,598,0
602,1,311,1
603,1593,637,1
604,1386,149,0
605,242,200,1
606,1607,643,0
607,1608,510,1
608,1616,109,1
609,1626,193,1
610,1628,433,1
611,1630,210,1
612,1631,264,1
613,1642,647,0
614,586,369,1
615,1644,24,0
616,314,615,1
617,1661,466,0
618,1090,656,1
619,1667,645,0
620,1668,43,0
621,1669,126,1
622,1671,501,0
623,1311,69,0
624,1677,220,1
625,1689,256,0
626,1690,135,0
627,1692,24,0
628,1693,0,0
629,458,660,0
630,1696,58,0
631,1697,662,0
632,1698,557,0
633,1700,82,1
634,1701,663,0
635,182,47,1
636,1703,259,1
637,1707,102,0
638,1532,25,0
639,1714,91,0
640,1715,3,0
641,1717,204,0
642,1718,220,0
643,1722,402,1
644,589,58,0
645,1727,229,1
646,1728,429,1
647,1729,670,1
648,1628,313,0
649,1734,671,0
650,1737,269,1
651,860,456,0
652,1743,170,1
653,1745,402,1
654,1162,160,1
655,1747,142,1
656,615,25,0
657,1751,137,0
658,1752,119,0
659,1755,269,1
660,1756,220,1
661,1757,168,1
662,1758,673,0
663,1765,160,0
664,943,676,0
665,1769,3,0
666,1771,17,0
667,1782,456,0
668,1784,402,1
669,1786,109,1
670,1787,682,1
671,1788,683,0
672,1791,684,0
673,1795,126,1
674,1307,3,0
675,1796,685,1
676,1805,688,0
677,1806,689,0
678,1809,204,0
679,1810,269,0
680,1811,276,1
681,1817,95,0
682,49,691,0
683,1818,93,1
684,1822,212,0
685,1823,692,1
686,1829,694,0
687,1830,695,1
688,1832,55,1
689,1833,696,1
690,1837,265,0
691,1842,126,1
692,1843,406,1
693,215,702,0
694,1854,265,1
695,1857,627,1
696,1858,212,1
697,1859,402,1
698,1861,187,1
699,1866,212,0
700,1868,137,0
701,1869,57,1
702,1871,212,0
703,1873,0,0
704,1874,261,0
705,1876,73,0
706,1877,102,0
707,1880,220,1
708,516,19,1
709,829,40,1
710,678,3,0
711,1885,0,0
712,288,689,0
713,1890,457,1
714,1891,3,0
715,1897,48,0
716,1898,706,1
717,1899,557,1
718,1900,111,0
719,1902,210,1
720,1905,708,0
721,1683,160,1
722,1911,256,0
723,1913,158,1
724,1916,345,0
725,1921,17,0
726,409,374,0
727,1929,60,0
728,1932,405,1
729,1935,142,0
730,1937,348,1
731,1938,369,1
732,1939,204,0
733,463,715,1
734,1942,0,0
735,1945,40,1
736,583,170,1
737,795,17,0
738,1953,719,0
739,1754,409,1
740,1960,196,0
741,685,265,0
742,527,588,1
743,1964,82,1
744,1969,204,0
745,1973,137,0
746,1974,259,1
747,1975,402,0
748,1976,429,1
749,1982,721,0
750,1882,715,1
751,1985,721,1
752,1986,210,1
753,1992,185,0
754,1168,49,0
755,1994,3,0
756,1996,723,0
757,1998,269,0
758,2000,725,0
759,2003,261,0
760,2004,189,1
761,2007,265,0
762,2009,369,1
763,2012,726,1
764,2016,60,0
765,1886,49,0
766,943,729,0
767,1998,17,0
768,2020,82,1
769,2025,91,0
770,2027,126,1
771,2028,141,1
772,2030,189,1
773,2034,48,0
774,2035,260,0
775,2036,212,0
776,2037,109,1
777,2038,725,0
778,819,25,0
779,2044,613,0
780,2045,3,0
781,2046,734,0
782,2052,584,0
783,2059,99,1
784,2060,514,0
785,2063,17,0
786,2065,17,0
787,2066,122,1
788,2071,739,1
789,2074,17,0
790,2075,740,0
791,2076,33,1
792,160,405,1
793,2079,22,0
794,2080,3,0
795,2081,235,1
796,2082,456,0
797,242,95,1
798,669,109,1
799,267,535,0
800,1734,742,0
801,2095,55,1
802,2098,3,0
803,2101,53,1
804,2106,402,1
805,2110,402,0
806,2111,743,1
807,2115,48,0
808,2118,17,0
809,2121,744,1
810,1251,17,0
811,2123,17,0
812,2126,369,1
813,1695,471,0
814,2137,17,0
815,2141,747,0
816,2144,38,1
817,1705,17,0
818,2148,193,1
819,2150,460,1
820,2153,753,0
821,1026,33,1
822,2156,155,1
823,2158,111,0
824,2160,755,0
825,2166,196,0
826,2167,269,1
827,314,25,0
828,2168,102,0
829,915,43,0
830,2171,514,0
831,2177,210,1
832,2180,284,1
833,2187,3,0
834,244,760,1
835,2195,220,1
836,2197,95,1
837,1886,259,1
838,2198,189,1
839,2200,3,0
840,125,761,0
841,2201,210,1
842,2202,715,1
843,2203,137,0
844,2204,86,0
845,49,95,0
846,1695,762,0
847,2211,3,0
848,2213,234,0
849,861,25,0
850,2215,276,1
851,2221,48,0
852,2225,409,1
853,2229,126,1
854,1695,766,0
855,2232,768,0
856,2233,95,1
857,2236,769,1
858,1085,43,0
859,2239,40,1
860,2242,771,1
861,2243,228,0
862,2244,425,1
863,1313,715,1
864,2251,102,0
865,2254,148,1
866,2110,106,0
867,2255,0,0
868,2214,140,0
869,692,276,0
870,1270,33,0
871,2258,3,0
872,2261,0,0
873,465,775,0
874,1042,696,1
875,352,69,1
876,2268,776,0
877,2270,49,0
878,2275,329,0
879,2277,269,1
880,2278,15,1
881,2279,777,0
882,2280,426,0
883,2087,259,0
884,2287,189,1
885,2289,3,0
886,2292,102,0
887,1312,149,0
888,2293,196,0
889,160,7,1
890,2297,256,0
891,2299,778,1
892,2300,283,0
893,2302,137,0
894,2303,18,0
895,2305,196,0
896,2306,38,1
897,2308,32,0
898,2309,557,0
899,2312,228,0
900,2313,779,1
901,2317,742,0
902,288,412,1
903,2320,249,0
904,2324,329,1
905,2325,91,0
906,2332,74,0
907,2333,119,0
908,2107,197,0
909,2337,782,1
910,2340,237,1
911,2342,187,1
912,1109,17,0
913,2345,715,1
914,2346,3,0
915,2350,143,1
916,2351,220,1
917,1959,487,1
918,2353,266,0
919,1865,784,0
920,961,786,0
921,2357,261,0
922,2358,330,1
923,2364,787,1
924,2366,3,0
925,2368,0,0
926,26,345,1
927,268,537,0
928,2377,557,0
929,291,581,1
930,2383,212,0
931,2385,265,0
932,2392,589,1
933,1079,93,1
934,2396,794,1
935,2400,160,0
936,2401,269,0
937,2403,33,0
938,2404,187,1
939,2301,43,1
940,2409,86,0
941,2411,38,1
942,2413,118,1
943,2419,801,1
944,2421,412,1
945,1718,22,0
946,288,598,1
947,2424,21,0
948,2425,804,1
949,2426,805,1
950,2430,19,1
951,272,115,0
952,2437,589,1
953,2325,86,0
954,2442,521,1
955,2443,155,0
956,2444,807,1
957,2446,98,1
958,1180,119,0
959,2449,188,1
960,1085,4,0
961,2452,673,0
962,1627,300,1
963,2453,809,0
964,242,810,1
965,2455,374,0
966,2463,149,0
967,849,69,0
968,2469,815,0
969,2471,816,0
970,589,817,0
971,2472,95,1
972,2473,7,1
973,1348,412,0
974,2480,0,0
975,2482,83,1
976,2483,189,1
977,1568,160,1
978,2489,771,0
979,1161,260,1
980,2493,457,0
981,2494,809,0
982,2495,265,0
983,2496,126,1
984,2499,822,1
985,2501,21,0
986,2505,25,0
987,2506,91,0
988,2507,823,0
989,669,24,0
990,1771,3,0
991,2512,25,0
992,2513,521,1
993,2514,98,1
994,2518,170,1
995,2519,19,1
996,35,49,1
997,2530,83,1
998,2534,825,1
999,2535,149,0
1000,2357,107,1
1001,2541,33,0
1002,2542,404,0
1003,288,692,0
1004,2544,55,1
1005,2545,187,1
1006,38,809,1
1007,2547,133,1
1008,2548,598,0
1009,2556,404,0
1010,2561,189,1
1011,2564,829,1
1012,2565,589,1
1013,2572,830,1
1014,2574,831,1
1015,2575,119,0
1016,2579,48,0
1017,2581,17,0
1018,2584,170,1
1019,2586,189,1
1020,2587,112,0
1021,2590,503,1
1022,20,256,1
1023,2594,392,0
1024,2596,304,1
1025,2597,402,1
1026,2599,17,0
1027,2600,269,1
1028,2602,49,1
1029,1244,834,0
1030,2603,40,1
1031,2604,762,0
1032,2605,315,1
1033,2243,69,0
1034,1542,22,0
1035,2614,51,0
1036,2621,837,0
1037,268,692,0
1038,2625,196,0
1039,2626,82,1
1040,2565,840,1
1041,2629,140,0
1042,2634,3,0
1043,2280,377,0
1044,2635,38,1
1045,686,43,0
1046,69,769,1
1047,2643,843,0
1048,508,844,0
1049,2649,61,1
1050,1652,491,1
1051,2650,247,1
1052,1650,416,0
1053,2651,119,0
1054,2652,216,0
1055,665,212,0
1056,2653,43,0
1057,1886,74,0
1058,1003,548,1
1059,2665,3,0
1060,2666,0,1
1061,2668,847,1
1062,2678,86,1
1063,2680,402,1
1064,749,621,0
1065,2683,83,1
1066,1787,536,0
1067,856,809,1
1068,2694,850,0
1069,2699,641,0
1070,249,852,0
1071,2706,855,0
1072,2115,19,1
1073,2708,369,1
1074,1543,3,0
1075,2719,17,0
1076,2725,17,0
1077,2731,111,0
1078,2739,859,1
1079,2740,93,1
1080,2052,3,0
1081,1168,7,0
1082,2743,197,0
1083,1593,860,1
1084,871,25,0
1085,561,49,1
1086,1188,182,0
1087,2761,17,0
1088,2762,160,1
1089,2765,867,1
1090,2769,115,0
1091,1112,3,0
1092,2771,17,0
1093,2772,787,1
1094,2774,3,0
1095,2776,279,1
1096,2778,3,0
1097,2780,49,0
1098,2772,871,0
1099,1652,872,0
1100,2786,444,0
1101,2787,0,0
1102,2790,86,0
1103,2795,149,0
1104,1578,389,0
1105,2797,874,0
1106,2800,875,0
1107,2803,61,0
1108,2804,61,0
1109,2805,0,1
1110,2808,107,1
1111,2810,91,0
1112,2821,521,1
1113,2822,204,0
1114,46,49,0
1115,2829,836,0
1116,2831,53,1
1117,2832,25,0
1118,2833,212,1
1119,2834,345,0
1120,2836,881,0
1121,2837,386,0
1122,2841,3,0
1123,1090,266,0
1124,2845,51,1
1125,2110,47,1
1126,242,212,1
1127,2849,256,0
1128,2853,883,0
1129,2854,148,1
1130,2603,111,0
1131,2861,189,1
1132,2862,885,1
1133,2863,442,0
1134,2865,369,1
1135,2867,82,1
1136,2868,57,0
1137,1191,566,1
1138,2805,3,1
1139,2872,49,1
1140,2873,887,0
1141,2383,200,0
1142,2078,83,1
1143,2879,501,0
1144,2880,369,1
1145,2882,235,1
1146,2888,849,0
1147,2890,97,1
1148,2896,256,1
1149,2898,136,1
1150,2899,892,0
1151,1275,893,1
1152,2901,3,0
1153,2904,74,1
1154,2909,109,0
1155,2913,3,0
1156,2914,74,0
1157,2915,126,1
1158,2922,170,1
1159,152,898,1
1160,715,82,1
1161,2927,899,0
1162,2928,900,0
1163,2929,3,0
1164,2935,166,1
1165,964,197,0
1166,2937,0,0
1167,454,412,0
1168,2942,901,1
1169,1359,323,0
1170,1189,689,0
1171,2949,143,1
1172,2950,412,0
1173,2952,807,0
1174,2953,903,0
1175,2959,33,1
1176,2960,768,0
1177,2961,17,0
1178,2963,514,0
1179,2966,47,0
1180,708,0,0
1181,238,885,1
1182,2972,3,0
1183,2973,910,0
1184,2977,60,0
1185,2978,99,1
1186,2979,49,1
1187,2980,148,1
1188,2981,141,0
1189,2982,102,0
1190,1197,25,0
1191,2983,266,0
1192,2984,86,0
1193,2985,196,0
1194,1016,220,1
1195,2986,911,1
1196,2987,126,1
1197,53,106,1
1198,2989,278,0
1199,2994,460,0
1200,2997,86,0
1201,2998,682,1
1202,1627,641,0
1203,3000,102,0
1204,3002,74,0
1205,3005,345,1
1206,3007,582,0
1207,3010,557,0
1208,465,119,1
1209,3013,166,1
1210,1984,266,0
1211,3015,61,1
1212,3017,280,0
1213,3018,38,1
1214,908,326,0
1215,3020,329,0
1216,20,836,1
1217,919,49,0
1218,3026,109,0
1219,636,3,0
1220,3031,148,1
1221,3032,670,1
1222,3033,320,0
1223,3035,115,0
1224,3039,618,1
1225,2625,402,0
1226,3045,49,0
1227,1959,920,0
1228,3049,921,1
1229,3052,49,0
1230,3055,122,0
1231,2213,25,0
1232,3064,3,0
1233,3072,402,1
1234,3073,0,0
1235,3079,17,0
1236,3082,160,1
1237,3084,812,0
1238,288,15,1
1239,3085,261,1
1240,1707,148,1
1241,3090,805,1
1242,2351,141,0
1243,102,926,0
1244,3103,140,0
1245,3105,391,0
1246,3107,778,1
1247,3108,3,0
1248,3109,927,1
1249,3110,86,0
1250,3114,119,0
1251,499,588,0
1252,3115,247,1
1253,3119,263,1
1254,3120,39,0
1255,3121,155,0
1256,3122,204,0
1257,3123,19,1
1258,3124,311,1
1259,3125,82,1
1260,2156,216,1
1261,1877,148,1
1262,3132,49,1
1263,3137,716,1
1264,1044,189,1
1265,680,557,0
1266,38,930,1
1267,2603,32,0
1268,3143,322,0
1269,3150,3,0
1270,908,91,1
1271,91,17,0
1272,409,24,0
1273,3159,165,1
1274,3161,18,0
1275,3162,935,1
1276,3163,3,0
1277,2699,14,0
1278,3166,739,1
1279,3167,122,0
1280,3168,834,0
1281,3169,936,1
1282,3178,938,1
1283,3181,260,1
1284,3182,149,0
1285,3183,21,0
1286,3185,39,0
1287,3189,119,0
1288,3190,148,1
1289,3196,33,0
1290,3197,57,1
1291,3198,939,1
1292,3201,263,0
1293,3203,220,1
1294,943,849,0
1295,3205,279,1
1296,3206,642,1
1297,3207,326,0
1298,3209,13,1
1299,3143,942,1
1300,350,943,1
1301,3215,374,0
1302,352,375,1
1303,3217,945,0
1304,3221,115,0
1305,3223,670,1
1306,2480,3,0
1307,3228,402,1
1308,3231,7,1
1309,3235,948,0
1310,2824,25,0
1311,3240,32,0
1312,3241,926,1
1313,3242,18,0
1314,3244,949,1
1315,3246,143,1
1316,3247,0,0
1317,871,140,0
1318,1758,950,0
1319,3254,148,1
1320,2364,265,0
1321,3255,3,0
1322,3256,953,1
1323,3257,17,0
1324,3267,954,1
1325,3268,716,0
1326,682,9,1
1327,3272,122,0
1328,3273,155,0
1329,3274,329,0
1330,115,19,1
1331,3282,25,0
1332,3285,0,0
1333,3289,187,1
1334,3291,212,0
1335,1659,627,1
1336,3301,35,1
1337,1098,112,1
1338,3304,17,0
1339,3305,17,0
1340,1348,229,1
1341,3309,3,0
1342,3311,455,1
1343,3315,43,1
1344,168,260,1
1345,3326,963,0
1346,3327,402,0
1347,3332,429,1
1348,3334,82,1
1349,3337,204,0
1350,1965,964,1
1351,2861,48,0
1352,3346,966,0
1353,3349,43,0
1354,3351,967,1
1355,3352,573,1
1356,3353,694,0
1357,3354,86,0
1358,3357,148,1
1359,3358,91,0
1360,3363,119,0
1361,1046,389,1
1362,3367,969,1
1363,3368,369,1
1364,3371,220,1
1365,1095,971,1
1366,3378,689,0
1367,3383,412,0
1368,3386,74,1
1369,242,972,1
1370,3387,782,1
1371,658,973,0
1372,288,40,0
1373,3388,220,1
1374,3389,348,1
1375,3390,975,0
1376,3391,256,0
1377,685,95,0
1378,3393,247,1
1379,1628,976,0
1380,869,977,0
1381,3395,607,1
1382,3396,0,0
1383,3397,91,0
1384,3398,122,1
1385,857,47,1
1386,3400,160,1
1387,1276,278,0
1388,884,514,0
1389,1076,329,0
1390,1055,311,0
1391,3405,685,1
1392,3407,204,0
1393,1497,122,1
1394,3415,716,0
1395,3416,119,0
1396,1865,204,0
1397,3417,979,0
1398,3422,804,1
1399,3423,673,0
1400,3424,405,1
1401,1568,980,1
1402,3430,43,1
1403,3432,74,1
1404,3433,345,0
1405,3437,685,1
1406,2810,86,1
1407,3439,204,0
1408,3440,557,0
1409,3445,95,1
1410,2253,32,1
1411,3447,926,0
1412,3452,19,1
1413,3456,311,0
1414,3458,369,1
1415,3460,692,0
1416,1289,256,1
1417,3462,0,0
1418,1796,3,0
1419,2873,185,1
1420,1503,456,0
1421,1578,165,1
1422,3479,82,1
1423,509,48,0
1424,3490,330,1
1425,3491,982,1
1426,535,170,1
1427,3493,954,0
1428,1593,111,0
1429,3203,514,0
1430,3508,204,0
1431,2472,3,0
1432,3031,170,1
1433,3515,155,0
1434,2156,812,0
1435,1189,771,1
1436,3517,673,1
1437,3518,984,0
1438,3521,158,1
1439,3522,48,0
1440,3523,944,1
1441,3526,61,1
1442,3529,189,1
1443,3531,0,0
1444,3534,17,0
1445,3535,354,0
1446,3537,443,1
1447,3538,119,0
1448,1368,278,1
1449,387,154,0
1450,3539,0,0
1451,1149,388,1
1452,919,887,0
1453,3543,210,1
1454,3544,48,0
1455,3545,265,0
1456,3546,831,1
1457,3547,256,1
1458,3550,986,1
1459,38,987,0
1460,48,988,0
1461,3554,742,0
1462,944,40,1
1463,2177,17,0
1464,469,187,0
1465,3563,3,0
1466,3567,89,1
1467,3570,115,0
1468,3571,38,1
1469,2255,991,1
1470,3577,83,1
1471,1461,322,0
1472,3579,992,1
1473,3581,210,1
1474,3582,3,0
1475,659,993,0
1476,3272,95,1
1477,3589,83,1
1478,943,994,0
1479,3595,0,0
1480,3599,3,0
1481,3600,3,0
1482,3602,995,0
1483,3605,149,1
1484,1782,409,1
1485,1258,996,0
1486,3608,771,1
1487,115,836,1
1488,3610,210,1
1489,2495,22,1
1490,3614,17,0
1491,3615,362,0
1492,3617,998,0
1493,3619,999,1
1494,3624,17,0
1495,3626,229,1
1496,3628,160,1
1497,3631,47,1
1498,3639,169,1
1499,398,17,0
1500,3643,247,1
1501,3644,533,1
1502,2313,1003,0
1503,3649,0,0
1504,3653,829,1
1505,1723,399,1
1506,3657,22,0
1507,3664,126,1
1508,3666,904,0
1509,1303,849,0
1510,3671,1007,0
1511,2452,32,0
1512,3559,235,1
1513,3678,49,0
1514,3684,637,1
1515,3685,38,1
1516,3686,126,1
1517,160,460,1
1518,3002,283,0
1519,2545,445,0
1520,3688,60,0
1521,3689,0,0
1522,3690,17,0
1523,38,425,1
1524,3693,160,1
1525,3694,48,0
1526,20,743,0
1527,3695,824,0
1528,3697,301,1
1529,3701,972,1
1530,3703,228,0
1531,3704,148,1
1532,3706,260,0
1533,3707,0,0
1534,3715,24,0
1535,3716,72,1
1536,3718,212,1
1537,1758,769,0
1538,3722,542,0
1539,3723,93,1
1540,1695,412,0
1541,3727,595,0
1542,3728,615,0
1543,3730,1012,1
1544,3731,279,1
1545,3733,109,1
1546,3734,809,1
1547,3736,187,0
