,smiles,sequence,interactions
433,640,2,1
434,70,256,0
435,644,15,1
436,645,561,1
437,39,716,1
438,15,718,1
439,648,720,0
440,649,155,0
441,341,1,1
442,39,721,1
443,650,723,0
444,179,726,0
445,132,728,0
446,655,729,0
447,405,734,0
448,515,331,0
449,659,1,1
450,508,736,1
451,94,737,1
452,611,741,0
453,23,732,0
454,16,15,1
455,98,743,0
456,202,744,0
457,159,224,0
458,660,746,0
459,662,1,1
460,664,748,0
461,666,528,0
462,92,753,0
463,473,754,0
464,14,756,0
465,20,580,1
466,669,428,1
467,211,757,0
468,670,15,1
469,14,145,0
470,671,759,0
471,673,160,1
472,205,764,1
473,20,766,1
474,676,1,1
475,509,281,0
476,655,351,0
477,20,183,1
478,679,1,1
479,684,773,0
480,39,774,1
481,508,189,1
482,39,775,1
483,687,770,0
484,689,1,1
485,211,331,0
486,692,782,0
487,561,498,0
488,39,30,1
489,655,786,0
490,25,42,1
491,569,331,0
492,179,788,0
493,39,338,1
494,20,639,1
495,695,42,1
496,479,455,0
497,20,792,1
498,74,17,0
499,696,319,1
500,176,796,0
501,697,548,1
502,24,797,0
503,698,1,1
504,699,799,0
505,1,1,1
506,45,580,1
507,700,30,1
508,569,801,0
509,701,799,0
510,702,46,0
511,703,569,1
512,223,803,1
513,705,1,1
514,39,807,1
515,709,1,1
516,20,809,1
517,710,3,1
518,712,1,1
519,640,1,1
520,715,574,1
521,134,811,0
522,716,3,1
523,133,813,0
524,717,814,0
525,720,67,0
526,20,817,1
527,279,1,0
528,23,823,0
529,726,434,0
530,485,824,0
531,727,712,1
532,730,1,1
533,731,136,0
534,388,109,0
535,196,828,0
536,59,831,0
537,494,399,0
538,732,339,0
539,39,707,1
540,39,183,1
541,46,832,0
542,121,834,1
543,275,214,0
544,339,837,0
545,334,729,0
546,453,839,0
547,599,484,0
548,508,782,1
549,395,840,0
550,75,841,0
551,85,736,0
552,23,846,0
553,281,108,0
554,20,125,1
555,576,853,0
556,508,151,1
557,741,182,0
558,20,183,1
559,23,265,0
560,20,241,1
561,746,837,0
562,20,143,1
563,39,765,1
564,162,826,0
565,748,861,0
566,750,292,0
567,700,30,1
568,753,864,0
569,465,118,1
570,754,15,1
571,23,867,0
572,758,841,0
573,75,753,0
574,759,868,0
575,375,181,0
576,42,73,0
577,70,872,0
578,39,873,1
579,762,1,1
580,310,874,0
581,238,428,0
582,477,878,0
583,144,879,0
584,767,881,0
585,20,882,1
586,768,26,0
587,473,167,0
588,769,1,1
589,172,331,1
590,771,459,0
591,467,34,1
592,504,102,0
593,772,885,1
594,20,887,1
595,774,699,0
596,20,888,1
597,162,890,0
598,39,40,1
599,39,892,1
600,520,893,0
601,20,897,1
602,121,220,1
603,781,8,1
604,39,899,1
605,783,108,0
606,39,902,1
607,784,139,1
608,20,174,1
609,785,215,0
610,196,459,0
611,125,17,0
612,42,876,0
613,632,1,1
614,272,909,0
615,790,910,0
616,793,912,1
617,753,913,0
618,365,792,1
619,559,914,0
620,421,465,1
621,329,1,1
622,679,1,1
623,159,461,0
624,39,247,1
625,798,917,0
626,39,129,1
627,214,918,0
628,799,580,1
629,801,1,1
630,803,104,0
631,806,15,1
632,42,922,0
633,796,923,0
634,20,927,1
635,699,928,0
636,379,929,0
637,702,931,0
638,671,932,0
639,811,934,0
640,624,1,1
641,814,1,1
642,459,183,1
643,224,622,0
644,405,177,0
645,1,1,1
646,817,92,1
647,20,83,1
648,120,1,1
649,20,83,1
650,422,939,0
651,282,459,0
652,790,465,0
653,820,1,1
654,821,941,0
655,822,147,0
656,824,15,1
657,611,944,0
658,20,945,1
659,679,319,1
660,20,227,1
661,39,26,1
662,830,617,0
663,39,664,1
664,831,948,0
665,833,1,1
666,341,2,1
667,39,949,1
668,835,2,1
669,71,950,0
670,837,153,0
671,838,274,0
672,840,952,0
673,753,953,0
674,121,536,1
675,388,225,0
676,842,15,1
677,843,954,0
678,14,955,0
679,422,956,0
680,837,186,0
681,202,923,0
682,510,958,0
683,40,959,0
684,20,960,1
685,845,497,0
686,71,55,0
687,846,962,1
688,305,963,0
689,144,92,0
690,379,965,0
691,202,968,0
692,39,153,1
693,59,969,0
694,91,40,1
695,228,151,1
696,39,971,1
697,39,972,1
698,853,973,1
699,39,712,1
700,855,975,0
701,856,136,0
702,39,977,1
703,32,564,0
704,328,256,1
705,666,1,0
706,39,979,1
707,743,160,1
708,420,982,0
709,867,1,1
710,463,499,1
711,20,17,1
712,20,183,1
713,295,986,0
714,453,987,0
715,187,988,1
716,435,459,0
717,853,68,1
718,20,183,1
719,20,183,1
720,32,995,0
721,876,139,1
722,424,2,1
723,878,117,0
724,121,817,1
725,879,999,1
726,39,382,1
727,880,309,0
728,881,268,0
729,883,480,1
730,333,167,0
731,39,71,1
732,39,724,1
733,290,909,0
734,105,1004,1
735,886,1007,0
736,676,1,1
737,888,1,1
738,889,67,0
739,576,1014,0
740,47,635,0
741,20,183,1
742,39,1016,1
743,20,1017,1
744,133,948,0
745,86,822,0
746,895,322,0
747,224,1024,0
748,897,578,1
749,20,571,1
750,439,422,1
751,471,266,1
752,5,728,0
753,426,489,0
754,900,1,1
755,39,572,1
756,350,160,0
757,901,67,0
758,202,426,0
759,20,510,1
760,86,228,0
761,73,811,0
762,746,256,0
763,74,497,0
764,150,839,0
765,339,1030,0
766,15,863,1
767,105,225,1
768,458,93,0
769,65,268,0
770,875,382,1
771,372,181,0
772,909,1,1
773,910,1035,0
774,134,1036,0
775,46,549,0
776,911,592,1
777,301,321,0
778,1,1,1
779,913,70,0
780,39,1042,1
781,375,999,0
782,918,139,1
783,388,1045,0
784,831,1046,0
785,39,239,1
786,237,912,0
787,20,977,1
788,919,498,0
789,202,792,0
790,181,507,0
791,921,318,1
792,292,877,1
793,39,574,1
794,781,8,1
795,923,15,1
796,39,1052,1
797,822,507,0
798,927,178,1
799,928,1,1
800,929,15,1
801,930,338,1
802,560,1055,0
803,144,1056,0
804,39,1058,1
805,20,1059,1
806,39,15,1
807,20,569,1
808,20,210,1
809,428,1060,0
810,25,72,1
811,20,1064,1
812,814,1,1
813,932,1065,0
814,620,40,1
815,23,144,0
816,162,235,0
817,934,576,0
818,20,30,1
819,400,1066,0
820,421,3,1
821,935,286,0
822,649,1067,0
823,53,1068,0
824,811,528,0
825,300,1071,0
826,939,508,0
827,98,321,0
828,202,1074,0
829,39,1075,1
830,20,1076,1
831,830,1077,0
832,388,1078,0
833,20,1079,1
834,223,1080,1
835,536,182,1
836,202,811,0
837,843,489,0
838,855,1084,0
839,39,1085,1
840,671,1087,0
841,950,1,1
842,500,515,0
843,20,331,1
844,134,1014,0
845,86,368,0
846,148,1090,0
847,952,548,1
848,82,1092,0
849,954,318,0
850,39,1094,1
851,198,360,0
852,39,151,1
853,956,15,1
854,121,1089,1
855,118,382,1
856,801,1,1
857,960,569,0
858,134,1097,0
859,20,1098,1
860,94,941,1
861,962,160,1
862,559,271,0
863,86,483,0
864,300,593,0
865,20,331,1
866,471,167,0
867,551,30,1
868,964,1,1
869,807,1102,0
870,20,1103,1
871,120,1,1
872,966,1104,1
873,112,23,0
874,39,88,1
875,192,44,0
876,215,586,0
877,969,2,1
878,790,1107,0
879,401,1024,0
880,74,45,0
881,855,1108,0
882,799,30,1
883,971,60,0
884,20,1111,1
885,355,151,1
886,973,15,1
887,20,1113,1
888,214,1114,0
889,20,718,1
890,187,1118,1
891,20,1119,1
892,98,67,0
893,305,1123,0
894,977,837,0
895,979,5,0
896,508,1125,1
897,20,721,1
898,980,3,1
899,121,517,1
900,498,512,0
901,983,1127,1
902,985,1,1
903,903,519,1
904,933,30,1
905,987,2,1
906,990,338,1
907,121,1131,1
908,42,683,0
909,992,1,1
910,993,530,0
911,98,1134,0
912,479,1135,0
913,20,1140,1
914,20,788,1
915,997,557,0
916,431,1142,0
917,39,1125,1
918,998,15,1
919,999,404,0
920,452,1,1
921,1000,1,1
922,98,1073,0
923,1001,1144,0
924,1002,117,1
925,599,454,0
926,39,1145,1
927,20,243,1
928,469,1146,0
929,521,1127,1
930,20,462,1
931,379,952,0
932,202,247,0
933,98,1150,0
934,20,443,1
935,1005,160,1
936,1006,321,0
937,94,42,1
938,379,1159,0
939,679,1,1
940,94,1127,1
941,39,1161,1
942,82,524,0
943,687,452,0
944,341,1,1
945,59,828,0
946,799,30,1
947,1013,1,1
948,39,26,1
949,494,34,0
950,20,1165,1
951,1015,117,1
952,121,960,1
953,20,75,1
954,950,1,1
955,1017,1169,0
956,15,129,1
957,277,739,0
958,237,1171,0
959,599,387,0
960,1019,338,1
961,42,1173,0
962,788,193,0
963,1021,144,1
964,402,1,1
965,1022,67,0
966,402,283,1
967,39,1177,1
968,835,2,1
969,46,1179,0
970,1024,621,0
971,1025,1,1
972,254,1181,1
973,39,92,1
974,300,1183,0
975,14,1184,0
976,753,1179,0
977,15,178,1
978,705,2,1
979,1029,461,0
980,1030,160,1
981,420,1185,0
982,39,1111,1
983,32,1186,0
984,1032,611,1
985,39,1187,1
986,420,717,0
987,20,183,1
988,20,426,1
989,1013,1,1
990,70,217,0
991,1035,387,1
992,20,1189,1
993,228,663,1
994,6,782,0
995,23,861,0
996,1037,643,0
997,39,260,1
998,728,811,0
999,987,2,1
1000,1038,382,0
1001,1041,1195,0
1002,1043,130,1
1003,224,867,0
1004,105,1196,1
1005,15,83,1
1006,1006,167,0
1007,1044,145,0
1008,91,40,1
1009,46,685,0
1010,176,1152,0
1011,1006,175,0
1012,33,1,1
1013,1047,1198,0
1014,333,367,0
1015,1049,1,1
1016,379,1200,0
1017,172,234,1
1018,20,712,1
1019,74,1203,0
1020,39,1204,1
1021,181,469,0
1022,1052,569,1
1023,368,1205,0
1024,1038,612,0
1025,228,15,1
1026,121,1207,1
1027,91,398,1
1028,1058,1208,0
1029,1059,130,1
1030,611,73,0
1031,334,1209,0
1032,39,1211,1
1033,202,908,0
1034,26,72,1
1035,315,579,0
1036,353,1212,0
1037,20,183,1
1038,1029,224,0
1039,1013,1,1
1040,39,331,1
1041,1061,271,0
1042,91,391,1
1043,332,1218,1
1044,1068,1,1
1045,202,437,0
1046,14,911,0
1047,1071,160,1
1048,1072,1,1
1049,684,533,0
1050,20,83,1
1051,426,1131,0
1052,39,183,1
1053,987,1,1
1054,883,53,1
1055,91,404,1
1056,86,1225,0
1057,105,970,1
1058,1047,170,0
1059,1078,3,1
1060,23,1228,0
1061,1058,1230,0
1062,388,441,0
1063,880,416,0
1064,162,1014,0
1065,1058,1235,0
1066,496,1225,0
1067,254,284,1
1068,196,1026,0
1069,221,208,0
1070,214,1237,0
1071,20,706,1
1072,105,510,1
1073,856,1240,0
1074,15,183,1
1075,125,1237,0
1076,576,194,0
1077,277,11,0
1078,469,1242,0
1079,39,1243,1
1080,196,1245,0
1081,23,1094,0
1082,39,32,1
1083,628,739,0
1084,435,1247,0
1085,162,917,0
1086,950,1,1
1087,20,1249,1
1088,105,42,1
1089,39,183,1
1090,39,1252,1
1091,36,367,0
1092,1091,853,0
1093,880,881,0
1094,39,286,1
1095,39,26,1
1096,1093,147,0
1097,459,297,1
1098,276,1,1
1099,1094,572,0
1100,121,1258,1
1101,1095,398,1
1102,221,542,0
1103,1097,474,1
1104,712,1,1
1105,47,466,0
1106,134,1056,0
1107,39,480,1
1108,564,471,1
1109,1098,382,0
1110,39,1260,1
1111,0,367,0
1112,1101,170,1
1113,15,1263,1
1114,632,1,1
1115,452,1,1
1116,211,5,0
1117,91,40,1
1118,39,1266,1
1119,1104,578,1
1120,473,367,0
1121,172,118,1
1122,39,15,1
1123,181,266,0
1124,134,829,0
1125,290,1043,0
1126,1107,478,0
1127,91,685,1
1128,395,1240,0
1129,199,2,1
1130,328,721,1
1131,234,655,0
1132,1108,696,0
1133,901,459,0
1134,855,1271,0
1135,181,576,0
1136,20,1273,1
1137,228,1274,1
1138,39,1165,1
1139,753,1276,0
1140,1029,1277,0
1141,39,1278,1
1142,39,1104,1
1143,73,1280,0
1144,53,292,0
1145,785,383,0
1146,401,1281,0
1147,1114,265,0
1148,1115,139,1
1149,1116,117,1
1150,509,1282,0
1151,695,42,1
1152,179,867,0
1153,614,382,0
1154,788,1183,0
1155,53,1179,0
1156,1118,1286,0
1157,1095,505,1
1158,933,580,1
1159,785,1288,0
1160,20,1263,1
1161,20,204,1
1162,814,1,1
1163,1122,1290,0
1164,179,532,0
1165,20,1291,1
1166,25,234,1
1167,20,706,1
1168,46,1294,0
1169,39,585,1
1170,39,732,1
1171,1125,640,0
1172,1126,225,0
1173,1127,49,0
1174,20,1297,1
1175,176,828,0
1176,20,611,1
1177,20,687,1
1178,32,1300,0
1179,20,400,1
1180,1129,1,1
1181,283,139,1
1182,790,1304,0
1183,1129,1,1
1184,98,322,0
1185,471,215,1
1186,611,139,0
1187,99,1198,0
1188,407,1308,1
1189,39,212,1
1190,20,617,1
1191,455,660,1
1192,1135,1,1
1193,1137,338,1
1194,1138,498,0
1195,20,83,1
1196,1139,117,1
1197,508,151,1
1198,215,1198,0
1199,39,3,1
1200,490,233,0
1201,39,26,1
1202,202,1152,0
1203,1143,182,0
1204,1145,892,0
1205,395,1319,0
1206,402,1,1
1207,1146,139,1
1208,202,231,0
1209,494,1104,0
1210,824,15,1
1211,1148,971,1
1212,78,1,1
1213,39,664,1
1214,788,1323,0
1215,301,167,0
1216,228,160,1
1217,1027,910,0
1218,39,792,1
1219,39,902,1
1220,310,1325,0
1221,53,873,0
1222,121,241,1
1223,388,1327,0
1224,472,1328,0
1225,883,480,1
1226,39,949,1
1227,86,1331,0
1228,20,1163,1
1229,1161,1333,0
1230,388,569,0
1231,590,108,1
1232,1163,881,0
1233,20,183,1
1234,121,71,1
1235,26,72,1
1236,134,435,0
1237,1164,1336,0
1238,1165,148,0
1239,1166,521,0
1240,1167,519,1
1241,1168,1338,0
1242,74,400,0
1243,211,1020,0
1244,485,461,0
1245,814,1,1
1246,121,1020,1
1247,39,948,1
1248,20,183,1
1249,732,1341,0
1250,20,716,1
1251,224,639,0
1252,365,30,1
1253,1,1,1
1254,659,1,1
1255,171,334,0
1256,20,697,1
1257,39,1344,1
1258,471,606,1
1259,853,428,1
1260,39,667,1
1261,73,1104,0
1262,20,642,1
1263,520,1348,0
1264,82,1144,0
1265,179,879,0
1266,20,1349,1
1267,473,1351,0
1268,181,168,0
1269,20,1004,1
1270,1175,1,1
1271,950,1,1
1272,362,1,1
1273,880,281,0
1274,20,1181,1
1275,939,1359,0
1276,1177,283,1
1277,39,1059,1
1278,39,1136,1
1279,121,817,1
1280,162,437,0
1281,1178,1,1
1282,27,26,1
1283,39,437,1
1284,14,430,0
1285,20,83,1
1286,1180,1058,0
1287,1181,1362,0
1288,379,1210,0
1289,46,309,0
1290,797,373,0
1291,1182,649,0
1292,1183,8,1
1293,20,17,1
1294,1185,735,0
1295,53,1367,0
1296,20,1359,1
1297,272,372,0
1298,334,1368,0
1299,1187,197,0
1300,300,1090,0
1301,1188,474,1
1302,134,1370,0
1303,300,1371,0
1304,154,278,0
1305,235,8,1
1306,202,1372,0
1307,105,402,0
1308,573,1,1
1309,39,391,1
1310,300,1209,0
1311,276,1,1
1312,1191,1122,1
1313,107,643,0
1314,632,1,1
1315,816,200,1
1316,329,1,1
1317,508,1376,1
1318,1192,1,1
1319,105,569,1
1320,46,1377,0
1321,42,482,0
1322,86,917,0
1323,15,26,1
1324,333,271,0
1325,407,425,1
1326,39,706,1
1327,1193,1152,0
1328,1194,1380,0
1329,105,617,1
1330,334,786,0
1331,508,1242,1
1332,39,1381,1
1333,39,1382,1
1334,20,1101,1
1335,379,1142,0
1336,78,15,1
1337,1199,1386,1
1338,599,660,0
1339,1200,592,1
1340,1201,71,1
1341,181,1388,0
1342,1202,437,1
1343,237,514,0
1344,950,1,1
1345,20,1127,1
1346,1001,347,0
1347,405,271,0
1348,1205,1391,1
1349,65,67,0
1350,207,228,0
1351,39,422,1
1352,880,1116,0
1353,33,1,1
1354,20,1396,1
1355,679,1,1
1356,1210,151,1
1357,644,3,1
1358,1,1,1
1359,728,1199,0
1360,1211,1,1
1361,39,685,1
1362,86,1171,0
1363,1212,71,1
1364,53,1399,0
1365,182,1063,0
1366,1189,467,0
1367,237,215,0
1368,223,764,1
1369,86,1045,0
1370,94,1401,1
1371,689,1,1
1372,134,826,0
1373,39,574,1
1374,214,885,0
1375,1217,296,1
1376,365,30,1
1377,931,557,0
1378,1219,779,0
1379,1221,1270,0
1380,1001,868,0
1381,1222,167,0
1382,700,30,1
1383,20,1258,1
1384,39,1403,1
1385,1224,1212,0
1386,1225,319,1
1387,145,265,0
1388,125,1152,0
1389,895,311,0
1390,426,954,0
1391,1226,186,0
1392,105,183,1
1393,334,403,0
1394,20,297,1
1395,458,1256,0
1396,1227,1,1
1397,655,1406,0
1398,205,571,1
1399,86,955,0
1400,1230,283,1
1401,1231,840,0
1402,237,11,0
1403,309,792,1
1404,350,130,0
1405,310,1408,0
1406,36,167,0
1407,461,1205,0
1408,134,1409,0
1409,679,1,1
1410,448,1404,0
1411,121,939,1
1412,1233,686,0
1413,86,1389,0
1414,315,353,0
1415,1234,182,0
1416,1235,707,0
1417,950,1,1
1418,137,2,1
1419,1236,1235,0
1420,20,505,1
1421,659,1,1
1422,1237,399,1
1423,47,1225,0
1424,234,1416,0
1425,20,1417,1
1426,814,1,1
1427,23,872,0
1428,5,1139,0
1429,39,1418,1
1430,1243,139,1
1431,1244,1419,1
1432,221,540,0
1433,1013,2,1
1434,39,642,1
1435,78,1,1
1436,120,1,1
1437,1248,67,0
1438,74,1336,0
1439,178,1425,0
1440,421,990,1
1441,712,1,1
1442,23,1430,0
1443,1000,1,1
1444,47,38,0
1445,428,1342,0
1446,1013,1,1
1447,39,247,1
1448,950,1,1
1449,39,256,1
1450,372,197,0
1451,143,15,1
1452,15,346,1
1453,388,214,0
1454,1256,1205,0
1455,39,1433,1
1456,1259,183,1
1457,1260,15,1
1458,23,626,0
1459,1261,685,1
1460,329,2,1
1461,895,93,0
1462,39,130,1
1463,1200,338,1
1464,20,183,1
1465,25,1260,1
1466,91,71,1
1467,375,1439,0
1468,1267,117,1
1469,39,30,1
1470,20,1441,1
1471,469,1442,0
1472,254,1443,1
1473,334,1444,0
1474,1013,1,1
1475,178,1,1
1476,179,1446,0
1477,254,1447,1
1478,993,5,0
1479,309,1036,1
1480,573,1,1
1481,105,611,1
1482,1274,676,1
1483,1275,546,1
1484,471,441,1
1485,1172,155,0
1486,256,178,1
1487,715,574,1
1488,221,1290,0
1489,1279,208,0
1490,57,1455,0
1491,473,635,0
1492,315,532,0
1493,221,11,0
1494,20,1456,1
1495,39,331,1
1496,20,764,1
1497,508,585,1
1498,39,988,1
1499,452,1,1
1500,292,927,1
1501,254,839,1
1502,700,580,1
1503,350,909,0
1504,519,1,1
1505,20,706,1
1506,1038,872,0
1507,327,1,1
1508,39,732,1
1509,469,1398,0
1510,1285,1463,0
1511,1286,1392,0
1512,1287,8,1
1513,1288,15,1
1514,1289,71,1
1515,746,1280,0
1516,967,1466,0
1517,801,2,1
1518,1290,15,1
1519,98,836,0
1520,431,931,0
1521,121,71,1
1522,932,439,0
1523,300,1444,0
1524,1296,224,0
1525,20,979,1
1526,290,429,0
1527,23,717,0
1528,196,1475,0
1529,20,1113,1
1530,73,454,0
1531,39,1476,1
1532,39,1225,1
1533,179,358,0
1534,42,274,0
1535,397,759,0
1536,20,977,1
1537,20,281,1
1538,1300,3,1
1539,42,1478,0
1540,179,880,0
1541,616,687,1
1542,39,42,1
1543,964,1,1
1544,315,1439,0
1545,20,215,1
1546,179,1010,0
1547,15,26,1
1548,86,799,0
1549,785,32,0
1550,1027,148,0
1551,1305,1240,0
1552,70,1336,0
1553,196,1486,0
1554,120,1,1
1555,332,15,1
1556,341,2,1
1557,120,283,1
1558,676,1,1
1559,508,189,1
1560,20,1489,1
1561,1308,117,1
1562,1311,297,1
1563,1143,962,1
1564,91,1491,1
1565,23,373,0
1566,198,323,0
1567,39,580,1
1568,448,1494,0
1569,1320,26,0
1570,660,1006,0
1571,132,803,0
1572,783,382,0
1573,279,1056,0
1574,511,70,0
1575,134,1498,0
1576,134,1499,0
1577,659,1,1
1578,42,108,0
1579,561,655,0
1580,39,1500,1
1581,519,1,1
1582,47,879,0
1583,395,1503,0
1584,33,1,1
1585,788,828,0
1586,46,1504,0
1587,395,332,0
1588,20,406,1
1589,23,756,0
1590,439,422,1
1591,1330,1102,1
1592,402,1,1
1593,753,1504,0
1594,224,1055,0
1595,20,53,1
1596,39,1510,1
1597,27,26,1
1598,413,194,0
1599,202,355,0
1600,1334,3,1
1601,363,1,1
1602,1336,1512,1
1603,1338,1396,1
1604,20,706,1
1605,39,178,1
1606,1339,286,0
1607,70,1515,0
1608,508,1516,1
1609,788,1258,0
1610,1341,375,0
1611,91,40,1
1612,679,1,1
1613,880,1517,0
1614,45,792,1
