,smiles,sequence,interactions
745,13610,35,1
746,6105,100,1
747,360,38,0
748,7728,66,0
749,3385,476,1
750,7044,947,1
751,4338,101,0
752,13974,7,0
753,12193,3,0
754,10429,931,1
755,4777,230,1
756,49,95,0
757,12691,503,0
758,3573,501,0
759,11236,563,1
760,532,302,0
761,1548,1238,0
762,8578,736,1
763,7549,40,0
764,1948,219,0
765,12145,19,1
766,9387,18,0
767,255,541,0
768,579,1486,1
769,14603,189,1
770,6429,31,1
771,12631,483,1
772,156,483,0
773,13478,211,1
774,8846,548,0
775,4541,52,0
776,4962,269,1
777,218,2116,0
778,8063,102,0
779,4862,547,0
780,1962,447,0
781,4678,658,0
782,2665,3,0
783,3947,913,0
784,6752,67,1
785,6979,198,0
786,10083,60,0
787,1723,627,1
788,2129,593,1
789,5438,126,1
790,1871,627,1
791,9268,129,0
792,459,428,1
793,11849,137,0
794,1886,95,0
795,1226,170,1
796,689,220,0
797,7779,404,1
798,12752,1824,0
799,3213,187,0
800,13501,129,0
801,9560,37,0
802,1548,266,0
803,1097,567,0
804,3085,405,0
805,12233,3,0
806,6170,252,1
807,1970,7,0
808,8405,402,1
809,7061,204,0
810,13183,3,0
811,7213,1475,1
812,14356,106,1
813,13118,13,0
814,2087,514,1
815,1059,489,0
816,9441,189,1
817,2110,1916,1
818,11717,148,1
819,13052,32,0
820,10579,98,1
821,3990,557,0
822,9053,125,1
823,1568,160,1
824,2899,892,0
825,3235,2022,0
826,10953,67,1
827,7268,694,1
828,603,77,0
829,8248,82,1
830,9444,1346,1
831,1397,100,0
832,948,391,0
833,178,0,0
834,3078,67,1
835,6781,219,1
836,3641,1854,1
837,1172,473,1
838,6847,129,1
839,4950,76,0
840,7598,318,0
841,4751,137,0
842,11658,50,1
843,1962,536,0
844,930,372,0
845,315,2558,1
846,6316,344,0
847,12865,18,0
848,12204,431,1
849,8449,210,1
850,10272,220,1
851,3507,709,0
852,7030,160,1
853,537,304,1
854,3158,548,0
855,6237,102,0
856,5112,475,0
857,9539,56,0
858,863,89,0
859,1567,455,1
860,1419,557,0
861,2596,304,1
862,8891,1201,1
863,1537,489,1
864,3575,518,0
865,3387,512,1
866,2941,77,0
867,2022,109,1
868,908,86,0
869,545,1276,0
870,7634,1028,1
871,1830,695,1
872,3530,93,0
873,852,67,1
874,13087,17,0
875,6411,109,1
876,12211,301,1
877,1996,106,1
878,1770,678,0
879,5015,200,1
880,1223,18,0
881,2481,397,1
882,9457,74,0
883,3125,3,0
884,5478,168,1
885,8091,341,1
886,553,709,1
887,5574,1731,0
888,13117,1359,1
889,3052,242,1
890,4796,353,0
891,11755,37,0
892,8108,269,0
893,493,382,0
894,10467,18,0
895,12221,170,1
896,2250,77,0
897,1964,3,0
898,8930,35,1
899,11154,103,0
900,13018,40,1
901,12925,397,1
902,1102,320,1
903,13236,149,0
904,7046,74,0
905,2632,176,0
906,3337,100,1
907,11347,67,1
908,13198,67,1
909,12892,75,1
910,8897,129,1
911,388,362,0
912,3669,844,0
913,6122,47,0
914,9953,77,0
915,1437,1907,1
916,3525,438,1
917,1080,425,1
918,6757,376,0
919,11215,1339,0
920,3314,1059,1
921,14345,1576,1
922,7829,256,1
923,7108,66,1
924,961,1472,0
925,2287,189,1
926,13205,67,1
927,1092,112,1
928,5370,405,1
929,8536,770,1
930,11940,19,1
931,6009,109,1
932,14438,196,0
933,2482,68,0
934,3545,265,0
935,2556,400,1
936,943,677,0
937,242,405,1
938,1396,302,0
939,8544,18,0
940,14182,129,1
941,5796,37,0
942,48,689,0
943,4934,140,0
944,9506,104,0
945,11857,2040,0
946,1937,19,0
947,12482,2092,0
948,3664,126,1
949,6909,110,0
950,7255,352,0
951,10962,7,0
952,13253,978,0
953,9485,155,1
954,10540,743,0
955,2921,100,1
956,9146,543,1
957,12241,60,0
958,22,55,1
959,14524,32,0
960,5408,160,1
961,13268,39,1
962,2726,37,0
963,4661,257,1
964,3528,1079,0
965,11440,8,1
966,458,1642,0
967,12459,7,0
968,3662,329,0
969,596,0,0
970,596,1730,0
971,7424,41,0
972,6904,749,0
973,3232,749,0
974,3358,86,0
975,1398,1306,0
976,5744,388,0
977,3648,467,0
978,4779,171,1
979,3993,93,1
980,10129,7,0
981,5153,235,1
982,14151,102,0
983,242,351,1
984,2170,22,1
985,4890,1050,1
986,2512,1,0
987,10170,40,1
988,7033,1684,0
989,1684,1783,0
990,9231,831,0
991,6160,75,1
992,13371,47,0
993,5042,1415,0
994,12068,836,0
995,5065,1082,0
996,11397,365,0
997,4566,547,0
998,126,48,0
999,14136,56,0
1000,943,307,0
1001,10007,1167,0
1002,6179,196,0
1003,8637,412,0
1004,2013,265,1
1005,12742,18,0
1006,3012,77,0
1007,4954,100,1
1008,3617,1130,1
1009,10642,442,0
1010,4913,17,0
1011,13669,67,1
1012,7118,88,0
1013,4156,52,0
1014,1082,1406,1
1015,7778,56,0
1016,1881,17,0
1017,2103,18,0
1018,13176,26,0
1019,6860,388,1
1020,1276,212,0
1021,1628,960,0
1022,628,586,0
1023,2026,878,0
1024,6466,273,1
1025,2429,835,1
1026,7782,219,1
1027,14293,83,1
1028,7259,77,0
1029,10269,771,0
1030,4126,750,1
1031,185,35,1
1032,320,1,0
1033,5190,181,0
1034,10378,788,1
1035,6164,1234,1
1036,4234,82,1
1037,4133,577,1
1038,94,427,1
1039,115,836,1
1040,210,1076,1
1041,1018,87,1
1042,8884,101,0
1043,7891,72,1
1044,1977,111,0
1045,1344,992,0
1046,4567,277,1
1047,2681,39,1
1048,11859,68,0
1049,4960,57,1
1050,8129,1028,1
1051,6237,148,1
1052,14310,18,0
1053,548,460,0
1054,5511,417,0
1055,6458,1222,0
1056,256,52,0
1057,12138,947,1
1058,1837,926,1
1059,14639,558,1
1060,6857,17,0
1061,4356,7,0
1062,11084,242,0
1063,14578,386,0
1064,749,2137,0
1065,1303,849,0
1066,1527,109,0
1067,6767,50,1
1068,5993,267,0
1069,4587,364,1
1070,7472,35,1
1071,13241,77,0
1072,7179,463,0
1073,7654,98,1
1074,6421,1789,1
1075,1622,46,0
1076,8364,52,0
1077,2523,461,1
1078,13563,269,1
1079,944,40,1
1080,1137,670,0
1081,1344,3,1
1082,19,73,1
1083,440,254,0
1084,5003,212,1
1085,9392,67,1
1086,1577,35,1
1087,4944,196,0
1088,12279,86,0
1089,8976,260,0
1090,1386,24,0
1091,499,1939,0
1092,4154,67,1
1093,9657,40,1
1094,6140,86,0
1095,1737,269,1
1096,2448,376,0
1097,5038,0,0
1098,49,312,0
1099,6429,95,1
1100,2154,16,0
1101,585,568,0
1102,5617,40,1
1103,10723,164,1
1104,5110,1,0
1105,4454,142,1
1106,4035,160,1
1107,6416,3,0
1108,2327,67,1
1109,3221,189,1
1110,1661,522,0
1111,8667,22,0
1112,5640,758,0
1113,6189,67,1
1114,5852,17,1
1115,1980,64,1
1116,250,82,1
1117,8902,18,0
1118,9028,169,0
1119,7237,396,0
1120,1364,95,1
1121,10711,503,0
1122,5778,3,0
1123,6674,926,1
1124,2012,2306,1
1125,7346,48,0
1126,9770,204,0
1127,10070,43,1
1128,14517,0,0
1129,7294,18,0
1130,14411,55,1
1131,4022,234,0
1132,6768,113,1
1133,335,0,0
1134,6236,29,0
1135,3692,67,1
1136,12228,126,1
1137,12287,7,0
1138,6070,176,1
1139,1406,552,1
1140,5992,35,1
1141,2455,149,0
1142,2110,899,0
1143,1026,557,1
1144,14034,94,1
1145,9590,33,0
1146,5219,807,0
1147,8740,86,0
1148,4702,62,0
1149,1336,1064,0
1150,6731,286,0
1151,10883,343,1
1152,14205,37,0
1153,1675,60,0
1154,942,172,0
1155,7952,3,0
1156,7179,37,0
1157,3945,72,1
1158,53,1241,1
1159,8834,189,1
1160,871,52,0
1161,7942,785,0
1162,3280,3,0
1163,14450,407,0
1164,6833,546,1
1165,3238,77,0
1166,8076,762,0
1167,7864,242,1
1168,6389,429,1
1169,4453,118,1
1170,10099,67,1
1171,3307,587,0
1172,1712,100,1
1173,9019,361,0
1174,4900,462,0
1175,10470,248,1
1176,1498,100,1
1177,11213,91,0
1178,13202,100,1
1179,3446,361,0
1180,3354,86,0
1181,12214,44,0
1182,8709,600,1
1183,12503,125,1
1184,8139,515,0
1185,8672,126,1
1186,5195,157,0
1187,6646,1063,1
1188,4413,18,0
1189,4402,126,1
1190,409,462,0
1191,930,0,0
1192,7959,818,0
1193,498,242,1
1194,7410,13,0
1195,2787,17,0
1196,5038,41,0
1197,10394,344,0
1198,6446,17,0
1199,14232,60,0
1200,4570,8,1
1201,2469,786,0
1202,5736,58,1
1203,8742,1631,0
1204,1879,67,1
1205,12942,46,0
1206,1609,17,0
1207,4128,877,0
1208,2080,3,0
1209,12795,32,0
1210,12268,568,1
1211,9208,22,1
1212,10502,220,1
1213,5179,197,0
1214,12395,547,0
1215,903,0,0
1216,7022,18,0
1217,13785,49,1
1218,2095,420,1
1219,2389,17,0
1220,8477,18,0
1221,4052,644,1
1222,802,22,1
1223,11334,376,0
1224,6599,243,1
1225,8549,5,0
1226,1954,7,0
1227,1146,1300,1
1228,764,376,0
1229,6425,77,0
1230,4029,126,1
1231,12442,34,1
1232,1156,143,1
1233,11881,73,0
1234,10782,18,0
1235,13619,170,1
1236,1461,797,0
1237,372,390,0
1238,3046,37,0
1239,1021,575,0
1240,14137,214,1
1241,3669,1335,1
1242,534,100,1
1243,2954,374,0
1244,3606,66,0
1245,9687,52,0
1246,4779,881,0
1247,11783,189,1
1248,9846,41,0
1249,8941,246,0
1250,4407,3,0
1251,11749,464,1
1252,2621,278,0
1253,9667,22,0
1254,2753,902,0
1255,6665,135,1
1256,148,40,1
1257,6758,1442,1
1258,1989,3,0
1259,8904,501,0
1260,1173,1931,0
1261,8781,37,0
1262,8143,360,1
1263,7055,219,1
1264,465,1819,1
1265,131,25,0
1266,10960,48,1
1267,8778,741,1
1268,4960,91,0
1269,1173,32,1
1270,9362,126,1
1271,5941,220,1
1272,13441,64,1
1273,1557,243,1
1274,14620,60,0
1275,5324,103,1
1276,178,3,0
1277,12875,91,0
1278,4388,3,0
1279,5400,575,0
1280,3168,570,0
1281,10318,173,1
1282,460,86,0
1283,11378,42,0
1284,11058,1369,1
1285,764,318,0
1286,242,43,1
1287,12754,565,0
1288,12512,443,1
1289,10799,715,1
1290,915,440,1
1291,6736,204,0
1292,5557,377,0
1293,1171,482,1
1294,3858,109,0
1295,5989,334,1
1296,1547,1299,0
1297,14406,67,1
1298,2454,178,0
1299,14629,264,1
1300,13705,18,0
1301,8706,77,0
1302,4811,269,0
1303,3265,5,0
1304,2184,539,0
1305,5325,42,0
1306,6775,204,0
1307,3820,211,1
1308,8228,140,0
1309,6226,67,1
1310,4049,277,1
1311,6785,256,1
1312,129,37,0
1313,4352,68,0
1314,7008,242,1
1315,2088,418,0
1316,9976,210,1
1317,3143,77,0
1318,12374,2423,1
1319,431,107,1
1320,2667,736,1
1321,6440,60,0
1322,3943,48,0
1323,9903,122,1
1324,2924,2362,0
1325,1897,0,0
1326,1026,33,1
1327,290,140,0
1328,266,375,0
1329,7190,374,0
1330,1001,2003,0
1331,6662,23,0
1332,7990,3,0
1333,10081,842,0
1334,6427,41,0
1335,1548,100,0
1336,2301,320,0
1337,13793,18,0
1338,11395,9,1
1339,5661,68,0
1340,884,514,0
1341,11774,228,0
1342,10644,1072,0
1343,819,118,0
1344,10321,35,1
1345,7274,139,1
1346,3552,113,1
1347,7744,431,1
1348,5343,372,1
1349,12650,60,0
1350,79,25,0
1351,7942,462,0
1352,12629,53,1
1353,13950,57,1
1354,1553,56,0
1355,1006,223,0
1356,5540,571,1
1357,7110,1576,1
1358,1022,809,0
1359,12912,343,1
1360,5694,47,0
1361,5471,77,0
1362,9633,191,0
1363,10429,995,0
1364,2774,1023,0
1365,1328,48,0
1366,13945,128,0
1367,7946,32,0
1368,5108,52,0
1369,1464,279,1
1370,1360,100,1
1371,11315,164,1
1372,6177,100,0
1373,5557,830,0
1374,508,1335,0
1375,6404,256,0
1376,3019,230,1
1377,2974,230,1
1378,2873,260,0
1379,1385,204,0
1380,5995,939,1
1381,3120,39,0
1382,2053,17,0
1383,8895,369,1
1384,14460,412,0
1385,13501,90,0
1386,1701,208,1
1387,2373,790,0
1388,13068,1744,0
1389,9032,101,0
1390,9252,3,0
1391,2581,41,0
1392,8593,457,0
1393,10983,109,1
1394,1503,31,0
1395,13427,100,0
1396,950,802,0
1397,4683,157,1
1398,1542,39,0
1399,14273,67,1
1400,14591,18,0
1401,8230,17,0
1402,11597,48,0
1403,13406,67,1
1404,8776,1103,0
1405,857,426,0
1406,3118,41,0
1407,672,37,0
1408,1240,48,0
1409,5051,818,0
1410,3711,169,0
1411,3547,94,0
1412,8618,216,0
1413,3326,1362,0
1414,11516,264,1
1415,12202,813,1
1416,3849,1742,1
1417,5919,106,1
1418,7961,77,0
1419,7496,77,0
1420,9732,457,0
1421,11189,52,0
1422,9714,42,0
1423,7019,536,0
1424,1307,235,1
1425,2639,77,0
1426,12995,126,1
1427,2533,584,0
1428,11975,39,1
1429,1167,3,0
1430,207,39,1
1431,11297,32,0
1432,4143,143,1
1433,14197,908,0
1434,10141,210,1
1435,10416,116,0
1436,803,58,1
1437,5955,809,0
1438,3065,37,0
1439,2870,109,0
1440,2150,7,1
1441,12479,269,1
1442,2507,243,1
1443,7134,101,0
1444,14355,77,0
1445,3235,1310,0
1446,1089,943,0
1447,8437,951,1
1448,7221,50,1
1449,11144,204,0
1450,3836,193,1
1451,12280,32,0
1452,8632,51,1
1453,1634,1525,1
1454,49,627,1
1455,11165,52,0
1456,11263,17,0
1457,13789,939,1
1458,6554,223,0
1459,3743,926,0
1460,4763,67,1
1461,10176,77,0
1462,2703,41,0
1463,3395,607,1
1464,5705,48,0
1465,1165,49,1
1466,12682,231,0
1467,1993,546,1
1468,294,219,1
1469,3538,1303,1
1470,12054,18,0
1471,4045,204,0
1472,2912,365,1
1473,8479,155,0
1474,4922,214,0
1475,1735,807,1
1476,2638,37,0
1477,4685,1335,0
1478,1889,67,1
1479,5028,910,0
1480,115,376,1
1481,6966,735,1
1482,426,3,0
1483,13947,518,0
1484,4866,91,1
1485,13289,82,1
1486,7514,77,0
1487,7286,440,1
1488,2087,456,0
1489,13402,214,0
1490,7867,7,1
1491,8383,46,1
1492,4820,692,1
1493,5630,0,0
1494,6255,67,1
1495,355,87,1
1496,13603,211,1
1497,7527,17,0
1498,153,113,1
1499,3681,110,0
1500,987,19,1
1501,4534,137,0
