,smiles,sequence,interactions
144,288,251,0
145,291,253,1
146,292,254,1
147,295,257,0
148,296,258,1
149,75,260,1
150,65,264,1
151,305,265,1
152,306,243,0
153,307,116,1
154,184,266,1
155,312,269,1
156,313,77,1
157,318,273,1
158,65,275,1
159,322,29,1
160,323,278,1
161,324,5,1
162,325,279,0
163,329,253,1
164,330,283,0
165,331,285,0
166,332,286,0
167,333,287,0
168,335,118,1
169,338,288,0
170,340,290,1
171,343,293,1
172,68,294,0
173,344,282,1
174,345,130,1
175,346,296,1
176,348,125,1
177,220,192,1
178,350,298,0
179,351,299,0
180,353,300,0
181,359,77,1
182,362,145,1
183,365,307,0
184,368,309,1
185,370,311,1
186,372,313,0
187,378,149,1
188,379,103,0
189,383,148,1
190,387,138,0
191,389,325,0
192,391,328,0
193,393,329,0
194,398,334,1
195,399,335,0
196,400,336,1
197,401,148,1
198,402,337,0
199,403,338,0
200,405,340,1
201,406,341,1
202,408,80,0
203,411,41,0
204,291,344,0
205,413,88,1
206,414,189,1
207,416,345,0
208,418,347,1
209,420,130,1
210,422,350,0
211,423,260,0
212,426,118,1
213,427,351,0
214,430,354,0
215,432,77,1
216,433,356,0
217,211,194,1
218,435,357,0
219,437,359,0
220,438,360,0
221,439,160,0
222,442,363,0
223,443,339,1
224,448,208,1
225,50,366,0
226,451,100,1
227,453,369,0
228,454,370,0
229,456,372,1
230,457,373,0
231,458,374,0
232,459,375,1
233,462,378,1
234,463,379,0
235,464,380,1
236,466,382,0
237,467,383,0
238,468,148,1
239,469,385,1
240,470,386,0
241,471,186,1
242,473,387,0
243,217,388,0
244,474,389,0
245,479,149,1
246,480,394,0
247,481,395,0
248,482,138,0
249,483,396,1
250,484,397,0
251,485,398,0
252,490,402,1
253,495,405,0
254,497,37,1
255,65,407,1
256,500,409,0
257,504,412,1
258,505,413,0
259,506,414,0
260,507,415,0
261,383,357,1
262,509,417,1
263,513,419,0
264,516,169,1
265,519,290,1
266,520,214,1
267,522,425,0
268,453,280,1
269,413,77,1
270,526,77,1
271,527,428,0
272,529,165,1
273,530,430,0
274,531,431,0
275,534,433,1
276,535,434,0
277,537,436,0
278,538,437,0
279,541,440,0
280,542,441,0
281,545,354,1
282,546,444,0
283,549,443,1
284,551,445,0
285,553,448,0
286,555,343,0
287,511,159,1
288,559,450,0
289,560,451,0
290,65,452,1
291,561,147,1
292,563,454,0
293,167,87,1
294,568,457,0
295,396,253,1
296,576,462,1
297,577,463,0
298,25,464,1
299,578,465,0
300,579,466,1
301,580,273,1
302,71,51,1
303,587,470,0
304,588,471,0
305,591,370,0
306,592,208,1
307,595,475,1
308,439,190,0
309,598,478,0
310,602,484,0
311,205,269,1
312,604,486,0
313,610,488,0
314,611,208,1
315,267,214,1
316,613,297,0
317,614,489,0
318,615,148,1
319,62,208,1
320,545,491,1
321,345,493,1
322,619,90,0
323,621,299,1
324,622,495,0
325,623,496,0
326,625,77,1
327,626,32,1
328,627,500,0
329,628,501,0
330,629,502,0
331,630,503,0
332,631,504,1
333,498,505,1
334,632,507,1
335,510,508,0
336,350,405,1
337,635,279,0
338,636,510,0
339,637,266,0
340,639,511,0
341,517,514,0
342,642,515,0
343,215,138,1
344,12,147,1
345,644,517,0
346,645,518,0
347,230,32,1
348,646,519,1
349,647,192,0
350,648,77,1
351,649,116,1
352,654,118,1
353,659,528,0
354,512,296,1
355,661,529,0
356,72,29,1
357,664,234,0
358,200,531,1
359,665,296,1
360,672,537,0
361,674,539,0
362,676,116,1
363,406,253,1
364,681,542,0
365,682,543,1
366,683,3,0
367,102,544,1
368,126,545,1
369,684,169,1
370,686,546,0
371,185,278,1
372,689,401,1
373,690,550,1
374,691,551,0
375,693,553,0
376,694,87,1
377,695,554,0
378,697,555,0
379,698,556,1
380,699,557,1
381,701,559,0
382,702,560,1
383,704,563,0
384,705,257,1
385,706,232,1
386,707,565,1
387,709,566,1
388,711,568,0
389,712,569,0
390,714,118,1
391,717,570,1
392,95,148,1
393,719,571,0
394,720,149,1
395,721,273,0
396,722,572,0
397,725,77,1
398,726,574,0
399,727,296,1
400,731,576,0
401,732,577,1
402,286,578,1
403,734,580,0
404,735,582,0
405,230,138,1
406,579,584,1
407,267,118,1
408,739,585,0
409,740,586,0
410,742,587,1
411,743,588,0
412,744,590,0
413,745,591,0
414,747,405,1
415,187,594,1
416,752,145,0
417,604,401,1
418,756,345,0
419,757,597,0
420,759,599,0
421,760,600,0
422,762,601,0
423,763,149,1
424,769,607,0
425,772,611,0
426,774,612,1
427,775,144,1
428,778,64,1
429,779,615,0
430,782,392,0
431,785,618,0
432,6,620,0
433,206,572,0
434,240,125,1
435,344,148,1
436,789,623,0
437,793,626,0
438,795,5,1
439,797,53,0
440,798,629,0
441,803,524,0
442,805,320,1
443,806,635,0
444,153,194,1
445,706,128,1
446,811,639,0
447,813,148,1
448,279,641,1
449,817,191,0
450,818,118,1
451,819,644,1
452,820,103,1
453,821,645,0
454,822,646,0
455,279,647,1
456,323,426,1
457,825,650,0
458,827,647,0
459,829,17,0
460,830,0,1
461,726,524,0
462,12,10,1
463,356,118,1
464,835,204,0
465,757,409,0
466,837,80,0
467,838,656,0
468,839,491,0
469,731,16,1
470,840,657,1
471,316,659,1
472,843,661,0
473,847,0,0
474,851,664,0
475,852,111,1
476,854,666,0
477,813,668,1
478,858,671,1
479,852,674,0
480,861,675,1
481,862,677,1
482,863,679,1
483,864,570,0
484,578,680,0
485,323,130,1
486,867,682,0
487,868,453,1
488,870,683,0
489,872,686,0
490,717,78,1
491,873,189,1
492,875,687,0
493,876,688,0
494,877,237,0
495,878,565,1
496,879,689,0
497,885,560,1
498,313,255,0
499,706,694,1
500,696,260,1
501,887,695,0
502,888,264,1
503,511,697,1
504,771,524,0
505,890,164,0
506,704,698,1
507,891,699,1
508,892,278,1
509,218,700,1
510,893,160,0
511,414,369,1
512,897,702,1
513,286,703,1
514,898,704,0
515,901,262,1
516,902,341,0
517,903,689,1
518,904,708,1
519,905,266,0
520,907,204,1
521,908,64,0
522,910,379,0
523,65,710,1
524,914,432,0
525,158,488,0
526,916,426,1
527,917,713,0
528,918,714,1
529,920,716,0
530,921,718,0
531,808,720,1
532,887,273,1
533,928,723,0
534,583,221,1
535,931,726,1
536,932,727,0
537,840,729,0
538,935,730,0
539,281,731,0
540,936,732,0
541,937,177,1
542,938,734,0
543,941,735,0
544,330,736,1
545,942,677,1
546,943,737,0
547,944,229,1
548,945,514,0
549,765,739,0
550,946,740,0
551,822,741,1
552,949,566,0
553,950,269,1
554,954,744,0
555,955,745,0
556,956,542,0
557,769,111,1
558,960,362,0
559,963,354,1
560,964,751,0
561,967,753,0
562,732,194,0
563,970,755,1
564,971,756,1
565,406,757,1
566,972,64,1
567,974,87,1
568,490,278,1
569,981,762,0
570,982,763,1
571,986,766,0
572,358,199,0
573,988,369,1
574,989,730,1
575,992,768,0
576,993,769,0
577,994,237,1
578,999,347,0
579,1000,611,0
580,820,774,1
581,1002,775,1
582,1003,37,1
583,90,125,1
584,679,188,0
585,255,777,0
586,1008,778,1
587,1009,84,1
588,588,780,0
589,1011,781,0
590,1012,29,1
591,949,666,0
592,279,784,1
593,198,465,1
594,254,381,1
595,343,278,1
596,1022,790,0
597,561,339,1
598,1023,791,1
599,205,125,1
600,1027,795,0
601,23,689,1
602,808,796,1
603,1030,797,0
604,1034,389,0
605,13,77,1
606,1036,550,1
607,1037,799,1
608,1039,322,0
609,989,800,0
610,803,550,1
611,453,801,0
612,1041,148,1
613,1042,347,1
614,1046,804,0
615,1050,808,0
616,1052,338,1
617,413,809,1
618,1053,810,0
619,286,811,1
620,1055,247,0
621,624,448,0
622,1059,813,0
623,1061,115,1
624,1062,29,1
625,818,131,1
626,652,77,1
627,183,650,0
628,1067,816,1
629,1068,817,0
630,1069,29,1
631,1070,818,0
632,1072,819,0
633,1074,546,0
634,1075,426,1
635,1076,337,1
636,689,822,0
637,1079,823,0
638,1081,824,0
639,1011,21,1
640,711,208,0
641,1089,827,0
642,1090,828,0
643,335,77,1
644,740,757,1
645,1095,832,0
646,1007,835,1
647,991,148,1
648,1103,96,0
649,735,424,1
650,1107,131,0
651,1111,840,0
652,1112,841,1
653,1114,67,1
654,561,711,1
655,189,44,0
656,1115,546,1
657,1116,128,1
658,1119,443,1
659,1122,847,1
660,1124,118,1
661,529,850,1
662,1127,851,0
663,914,809,1
664,1129,853,1
665,8,130,1
666,444,147,1
667,822,855,0
668,1132,32,0
669,1133,856,0
670,1134,77,1
671,100,857,0
672,1135,77,1
673,614,859,0
674,1136,861,0
675,1139,863,1
676,1140,620,0
677,735,340,1
678,1144,657,1
679,1145,865,0
680,365,866,0
681,1133,86,1
682,1146,867,0
683,396,868,1
684,1147,869,1
685,10,320,1
686,1148,713,0
687,1149,871,0
688,1150,509,1
689,527,729,1
690,497,189,1
691,1151,55,0
692,1153,872,0
693,519,874,0
694,1157,565,1
695,1159,77,1
696,1160,736,1
697,1161,394,0
698,1163,877,0
699,1164,565,1
700,1165,148,1
701,1166,809,1
702,1168,879,0
703,1170,10,1
704,1012,148,1
705,1171,881,0
706,1172,10,0
707,1174,16,0
708,1175,149,1
709,1177,882,0
710,1178,883,0
711,1179,402,0
712,1181,885,0
713,1187,892,0
714,505,614,0
715,1189,719,0
716,1190,894,1
717,1191,611,1
718,1192,564,0
719,1195,116,1
720,230,147,1
721,1197,897,0
722,1198,212,0
723,1200,899,0
724,162,566,0
725,1206,904,1
726,1207,659,0
727,1208,905,0
728,331,906,1
729,1211,908,0
730,553,396,1
731,1213,789,0
732,1215,910,0
733,1216,911,0
734,1067,912,0
735,1219,378,1
736,488,809,1
737,689,914,1
738,1220,915,1
739,1222,273,1
740,1224,914,1
741,1225,918,0
742,8,550,1
743,717,375,1
744,1228,921,1
745,1139,515,1
746,1231,889,0
747,969,354,0
748,1232,111,1
749,1234,924,0
750,282,925,0
751,286,926,1
752,628,929,0
753,1237,930,1
754,1239,836,0
755,184,931,0
756,636,98,0
757,1241,933,1
758,1244,412,1
759,1245,935,0
760,1249,711,0
761,185,550,1
762,1251,937,1
763,927,938,0
764,1171,939,0
765,1253,405,1
766,1256,756,1
767,1241,6,1
768,1258,940,0
769,1259,941,1
770,1260,942,0
771,1262,345,0
772,1195,944,0
773,1267,450,0
774,1268,947,0
775,1271,151,1
776,733,949,0
777,1273,118,1
778,1274,950,0
779,1275,951,0
780,219,111,1
781,1278,119,1
782,205,116,1
783,1281,550,1
784,469,704,1
785,538,784,0
786,1283,493,1
787,1284,253,1
788,1286,412,1
789,498,67,1
790,916,138,1
791,35,116,1
792,1119,958,0
793,1031,217,1
794,1293,30,1
795,949,207,1
796,892,280,1
797,1295,169,1
798,1296,777,1
799,1297,959,0
800,1298,960,0
801,1299,961,0
802,745,569,0
803,686,962,0
804,1300,237,1
805,657,944,0
806,964,566,1
807,1302,366,0
808,184,840,1
809,1305,711,0
810,1306,819,1
811,916,966,0
812,1308,784,0
813,1309,397,1
814,1310,207,1
815,1312,148,1
816,1313,968,1
817,1316,970,0
818,1318,253,1
819,1319,971,1
820,1320,972,0
821,1322,29,1
822,1323,253,1
823,1216,974,0
824,1324,334,1
825,64,668,0
826,1325,869,0
827,1244,278,1
828,75,727,1
829,1315,980,0
830,1337,67,1
831,509,809,1
832,1338,155,1
833,1343,273,0
834,103,727,1
835,6,452,1
836,65,986,1
837,1344,675,1
838,1347,744,0
839,1348,987,1
840,1349,988,0
841,1352,989,0
842,1353,67,0
843,1354,990,1
844,1355,464,1
845,1356,271,0
846,1358,781,1
847,1359,991,0
848,1360,300,0
849,1361,992,1
850,1363,220,1
851,1366,995,0
852,211,237,1
853,1369,148,1
854,220,998,1
855,1371,1001,0
856,986,720,0
857,857,740,0
858,1373,1004,1
859,65,561,1
860,1377,1006,0
861,1379,1008,0
862,1380,1009,0
863,78,1012,0
864,812,765,0
865,1384,1013,1
866,1385,1014,0
867,251,67,1
868,1386,942,0
869,1026,508,1
870,722,6,0
871,435,1016,0
872,1388,1017,0
873,1390,1018,0
874,233,1021,0
875,1393,77,1
876,798,531,0
877,505,1023,0
878,689,29,1
879,1394,118,1
880,839,1025,0
881,1395,1026,0
882,969,148,1
883,914,337,0
884,439,378,1
885,1396,1027,0
886,345,550,1
887,386,914,1
888,927,1029,0
889,215,194,1
890,1398,1030,0
891,1399,1031,0
892,1401,621,0
893,286,732,1
894,856,1034,0
895,1403,272,0
896,1404,1036,0
897,1405,519,1
898,1407,1037,0
899,1408,1038,0
900,1410,1039,1
901,1413,1041,0
902,1414,67,1
903,1417,1043,0
904,1419,569,0
905,1064,1044,0
906,1420,1045,0
907,1425,986,0
908,608,762,0
909,102,1051,0
910,1426,1052,0
911,1428,928,0
912,1429,431,0
913,1430,77,1
914,1431,1054,0
915,1432,204,1
916,1433,235,0
917,1435,1055,0
918,1437,103,0
919,1438,187,0
920,1440,260,1
921,1399,1019,0
922,1441,1056,0
923,1442,29,1
924,884,62,1
925,1446,193,1
926,1447,1058,0
927,413,555,0
928,1449,1061,0
929,1450,998,1
930,1451,1062,1
931,1452,1063,1
932,1455,77,1
933,1358,755,1
934,1456,253,0
935,1457,1064,1
936,785,941,0
937,1462,524,1
938,453,628,1
939,35,505,1
940,41,39,0
941,781,914,0
942,211,550,1
943,1468,1069,1
944,1469,614,0
945,1471,1071,1
946,1472,906,1
947,1473,278,1
948,1407,148,1
949,49,1074,1
950,1477,1075,0
951,1478,574,0
952,1481,1077,0
953,1042,818,0
954,1488,1082,0
955,467,755,1
956,1489,560,1
957,65,1084,1
958,1491,927,0
959,1492,1085,1
960,1494,1087,1
961,1495,869,0
962,1496,169,1
963,1497,77,1
964,1499,1089,1
965,1500,774,0
966,727,63,1
967,1503,177,1
968,1508,184,0
969,1510,1093,1
970,795,1094,0
971,734,1095,0
972,1516,961,0
973,840,1099,0
974,714,77,1
975,1521,1042,1
976,884,404,1
977,803,130,1
978,111,369,0
979,241,1103,0
980,365,488,0
981,1527,233,1
982,916,37,1
983,1529,1106,1
984,158,1109,0
985,1530,1110,1
986,1532,264,0
987,1533,906,1
988,1534,1027,0
989,1535,29,1
990,1537,1113,0
991,1541,340,0
992,1543,914,1
993,1544,566,1
994,279,174,1
995,507,0,0
996,1546,546,1
997,1547,1116,1
998,1548,894,0
999,1549,671,0
1000,251,369,0
1001,1146,26,0
1002,126,77,1
1003,1550,1119,0
1004,1553,1120,0
1005,855,77,1
1006,559,433,1
1007,353,1122,0
1008,1554,1123,0
1009,1555,1124,0
1010,1557,1026,0
1011,162,1127,0
1012,762,1128,0
1013,843,743,0
1014,1559,569,0
1015,1560,1129,0
1016,1562,148,1
1017,538,144,1
1018,1563,685,1
1019,1564,1131,0
1020,614,38,1
1021,1566,906,0
1022,1543,77,1
1023,714,914,1
1024,1567,1063,1
1025,230,876,1
1026,600,1132,1
1027,1573,777,1
1028,951,1135,0
1029,1575,1136,0
1030,1213,1137,0
1031,1577,1138,0
1032,305,1141,1
1033,1579,273,1
1034,496,111,1
1035,443,63,1
1036,1042,148,1
1037,1584,111,0
1038,1585,1145,0
1039,840,1146,0
1040,1590,426,0
1041,1591,824,0
1042,795,1150,0
1043,1209,1151,1
1044,1592,1152,1
1045,674,148,1
1046,1593,773,1
1047,952,458,1
1048,1594,218,0
1049,1596,975,0
1050,820,118,1
1051,1598,204,1
1052,331,1155,0
1053,1601,266,1
1054,1602,560,1
1055,1561,1156,1
1056,1603,760,0
1057,1147,932,1
1058,1061,958,0
1059,1605,1158,0
1060,892,1061,1
1061,1347,1160,1
1062,1609,264,0
1063,1610,100,1
1064,1614,1167,1
1065,1615,597,0
1066,742,1170,0
1067,1618,1062,1
1068,269,1054,0
1069,1619,414,0
1070,1620,1171,0
1071,1622,257,1
1072,50,39,0
1073,1623,152,1
1074,453,278,1
1075,230,189,1
1076,1629,704,1
1077,200,732,0
1078,1630,635,0
1079,560,356,1
1080,1631,1176,0
1081,1632,375,1
1082,368,549,0
1083,1636,675,1
1084,1637,218,1
1085,1386,233,1
1086,1638,465,0
1087,1640,1177,0
1088,1255,103,1
1089,1643,168,1
1090,1645,1179,1
1091,1504,208,1
1092,350,11,0
1093,1647,847,1
1094,1325,904,0
1095,642,1160,0
1096,1649,334,1
1097,1652,1182,0
1098,1114,103,1
1099,1654,1183,0
1100,1656,1184,0
1101,511,1123,0
1102,1658,1186,0
1103,1659,612,0
1104,1660,745,1
1105,1662,84,1
1106,892,77,1
1107,1002,405,0
1108,1663,938,1
1109,1669,241,0
1110,1671,1190,0
1111,1455,870,0
1112,166,426,1
1113,266,1146,0
1114,1672,419,1
1115,1674,1192,0
1116,8,212,0
1117,994,259,0
1118,104,84,1
1119,1677,1195,1
1120,1678,934,0
1121,1680,1197,0
1122,1577,770,1
1123,1681,77,1
1124,1683,1199,0
1125,1684,868,1
1126,137,37,1
1127,1685,1201,1
1128,1686,77,1
1129,8,348,1
1130,1687,419,0
1131,609,77,1
1132,230,3,1
1133,1426,1205,0
1134,1694,1207,1
1135,1124,1208,0
1136,1695,80,0
1137,130,1151,1
1138,1696,260,0
1139,284,29,1
1140,1697,401,1
1141,1698,1210,0
1142,553,148,1
1143,1412,1211,0
1144,1702,29,1
1145,1703,556,1
1146,612,978,1
1147,1351,3,1
1148,735,438,1
1149,1023,1029,0
1150,1379,1214,1
1151,1284,118,1
1152,1705,187,0
1153,1708,1009,0
1154,1709,971,1
1155,1712,1216,0
1156,1212,218,1
1157,1219,254,1
1158,49,125,1
1159,1430,260,0
1160,1714,1218,0
1161,717,958,1
1162,511,1219,1
1163,752,1221,1
1164,1497,1222,0
1165,8,1223,1
1166,1717,736,1
1167,256,762,0
1168,1581,77,1
1169,1719,1224,0
1170,619,152,1
1171,1263,192,0
1172,32,10,1
1173,1721,186,1
1174,1724,1225,0
1175,1725,257,1
1176,519,724,1
1177,1283,523,1
1178,1728,67,1
1179,305,77,1
1180,497,550,1
1181,1087,359,0
1182,696,392,0
1183,1736,934,0
1184,1737,77,1
1185,1537,1094,0
1186,1739,1233,0
1187,1740,77,1
1188,1741,1228,0
1189,1743,797,0
1190,686,1215,0
1191,1744,1141,0
1192,1745,1235,1
1193,1462,349,0
1194,689,1237,0
1195,1747,1238,1
1196,184,507,1
1197,1329,148,1
1198,882,903,0
1199,1370,264,0
1200,1750,1101,1
1201,1752,1241,0
1202,829,380,1
1203,1753,169,1
1204,1754,375,1
1205,989,310,1
1206,839,1242,0
1207,604,914,1
1208,184,880,1
1209,1756,1245,0
1210,468,404,0
1211,1758,237,1
1212,1287,311,0
1213,1759,262,0
1214,1761,472,1
1215,1762,1190,1
1216,1585,340,1
1217,997,254,1
1218,325,741,1
1219,548,1248,1
1220,1764,77,1
1221,711,1249,0
1222,1174,356,0
1223,1241,255,1
1224,1766,1250,0
1225,1768,1252,0
1226,1770,1254,0
1227,1771,350,1
1228,1775,382,0
1229,1006,472,0
1230,1777,1149,0
1231,1778,699,1
1232,413,835,1
1233,1721,1260,0
1234,1779,1261,1
1235,1780,1263,0
1236,1782,1264,1
1237,1783,405,1
1238,1430,914,1
1239,1034,194,0
1240,1789,77,1
1241,1473,55,0
1242,1790,385,0
1243,1053,278,1
1244,818,1268,0
1245,1281,280,1
1246,1791,77,1
1247,1792,1271,0
1248,1794,1274,0
1249,859,1275,1
1250,1797,186,1
1251,1798,1276,0
1252,233,1277,0
1253,1800,1279,1
1254,1802,1113,0
1255,490,628,1
1256,1805,925,1
1257,1067,1233,1
1258,1806,269,1
1259,1244,550,1
1260,333,872,0
1261,452,77,1
1262,1807,1280,0
1263,818,29,1
1264,1605,1210,0
1265,740,253,1
1266,1809,221,1
1267,1810,386,0
1268,1811,149,1
1269,1410,817,1
1270,639,208,1
1271,699,64,1
1272,95,1116,0
1273,1817,866,0
1274,1819,1199,0
1275,1822,147,1
1276,1823,21,1
1277,1824,1283,0
1278,1826,797,0
1279,1827,1284,0
1280,1828,1285,0
1281,1829,1286,0
1282,735,1287,1
1283,1830,769,0
1284,65,1277,1
1285,1832,951,0
1286,717,1289,1
1287,1834,1290,0
1288,1836,1291,0
1289,1837,237,1
1290,972,859,1
1291,1838,145,1
1292,1839,1292,0
1293,1840,666,1
1294,1842,460,0
1295,188,131,1
1296,1239,836,0
1297,65,1263,1
1298,353,1235,1
1299,1847,381,1
1300,1848,894,1
1301,295,1294,0
1302,1686,25,0
1303,1765,1297,0
1304,938,1127,0
1305,1852,159,0
1306,1854,1298,0
1307,1856,911,1
1308,1857,111,1
1309,1860,1300,0
1310,548,240,1
1311,1864,484,0
1312,28,1304,0
1313,877,1306,0
1314,1867,1307,1
1315,955,1308,1
1316,1869,1311,0
1317,284,77,1
1318,1870,131,1
1319,1871,863,0
1320,392,253,1
1321,734,566,1
1322,1786,998,1
1323,1875,547,0
1324,1876,243,0
1325,1880,296,1
1326,942,433,0
1327,391,77,1
1328,1881,921,1
1329,1714,155,0
1330,1883,464,1
1331,6,876,0
1332,1884,339,1
1333,286,569,1
1334,1885,464,1
1335,220,1061,1
1336,1286,523,1
1337,54,77,1
1338,511,399,1
1339,49,148,1
1340,1890,566,0
1341,1461,125,1
1342,414,37,1
1343,1891,1306,0
1344,1148,1323,0
1345,1892,77,1
1346,1893,90,1
1347,1894,148,1
1348,997,1324,0
1349,1895,664,0
1350,1870,381,0
1351,1900,1307,0
1352,1638,1210,0
1353,75,998,1
1354,843,148,1
1355,695,795,0
1356,338,1330,1
1357,1903,144,1
1358,1904,67,0
1359,1298,1332,0
1360,1056,29,1
1361,1906,847,0
1362,1907,1333,0
1363,1259,1177,0
1364,1910,340,1
1365,594,1334,0
1366,1911,2,1
1367,509,1335,1
1368,1916,103,1
1369,1917,1036,1
1370,12,807,1
1371,1918,77,1
1372,1919,1338,1
1373,1500,77,1
1374,1233,1339,0
1375,1275,77,1
1376,1921,1341,1
1377,1922,1261,1
1378,1421,877,0
1379,1923,62,0
1380,1583,1294,1
1381,178,1342,0
1382,492,1345,1
1383,1740,1346,1
1384,1449,149,1
1385,1928,162,0
1386,231,1347,0
1387,1930,48,1
1388,95,269,1
1389,1931,351,0
1390,1932,1348,0
1391,1933,784,0
1392,1935,711,1
1393,1936,84,1
1394,1133,1350,0
1395,1937,1351,0
1396,185,118,1
1397,1938,975,0
1398,949,1124,1
1399,1220,1239,0
1400,1941,766,0
1401,1944,990,1
1402,180,1353,0
1403,1339,854,0
1404,1945,1354,0
1405,694,1044,0
1406,1947,405,1
1407,667,1356,0
1408,453,1061,1
1409,837,577,1
1410,589,998,1
1411,1949,272,0
1412,1078,194,1
1413,1951,855,0
1414,39,405,1
1415,1788,260,1
1416,490,130,1
1417,682,1102,1
1418,82,303,0
1419,495,375,1
1420,1786,192,1
1421,1957,1358,1
1422,443,237,1
1423,1958,1051,0
1424,12,609,0
1425,704,1359,0
1426,1963,1360,0
1427,1964,760,0
1428,1966,334,1
1429,1967,1186,0
1430,1969,1312,0
1431,1971,77,1
1432,1972,240,0
1433,1789,1362,1
1434,1975,1061,0
1435,1976,772,0
1436,1977,519,1
1437,322,148,1
1438,1978,1136,0
1439,1979,29,1
1440,1980,395,0
1441,1561,818,1
1442,1981,919,0
1443,424,77,1
1444,1984,234,0
1445,1985,198,0
1446,1986,296,1
1447,1988,1365,0
1448,1989,1277,0
1449,1917,77,1
1450,305,67,1
1451,1294,339,1
1452,1991,1132,1
1453,1992,1366,0
1454,808,478,1
1455,348,711,1
1456,1737,131,1
1457,624,339,1
1458,1998,1368,0
1459,1677,1369,0
1460,638,269,1
1461,184,1359,0
1462,2003,1372,1
1463,2005,1373,0
1464,1492,102,1
1465,2008,335,0
1466,835,1374,1
1467,504,523,1
1468,1845,148,1
1469,504,67,1
1470,774,163,0
1471,2011,1376,1
1472,1281,138,1
1473,2012,1377,1
1474,102,883,1
1475,2013,560,0
1476,1300,1023,0
1477,2016,872,0
1478,8,1379,1
1479,875,208,1
1480,8,426,1
1481,2018,208,1
1482,2019,453,0
1483,166,192,1
1484,2020,1334,0
1485,2021,952,0
1486,2022,465,0
1487,65,1381,1
1488,745,208,1
1489,158,116,1
1490,2027,1358,1
1491,2028,1285,0
1492,1231,399,1
1493,2029,947,0
1494,2031,868,0
1495,861,1385,0
1496,2033,1089,0
1497,2035,77,1
1498,559,1387,0
1499,892,628,1
1500,2037,437,0
1501,2039,1390,1
1502,351,1198,0
1503,1013,77,1
1504,642,339,1
1505,1771,127,0
1506,2041,1066,0
1507,1308,577,0
1508,2042,1392,0
1509,65,1393,1
1510,2043,77,1
1511,2044,950,0
1512,2045,77,1
1513,2046,208,1
1514,2047,1394,1
1515,2048,77,0
1516,1187,1395,0
1517,813,486,1
1518,2049,226,0
1519,447,18,1
1520,1179,1396,0
1521,1144,1398,1
1522,2053,1400,1
1523,2054,149,1
1524,2056,1401,0
1525,1312,417,1
1526,2057,1402,0
1527,1175,1403,0
1528,891,1404,0
1529,803,1061,1
1530,414,833,0
1531,777,1406,1
1532,2059,859,1
1533,2061,1407,0
1534,1207,822,0
1535,2065,1409,0
1536,132,77,1
1537,2066,1410,0
1538,2068,148,1
1539,1284,29,1
1540,2071,80,1
1541,265,103,1
1542,273,77,1
1543,1007,148,1
1544,1168,152,1
1545,1145,900,0
1546,2076,375,1
1547,1890,149,1
1548,2078,77,1
1549,2079,3,1
1550,256,1414,1
1551,195,118,1
1552,2081,87,1
1553,65,453,1
1554,364,938,1
1555,1807,1158,0
1556,1177,1418,0
1557,230,278,1
1558,1921,1420,1
1559,704,1421,1
